Station Name,From,FT,To,TT,PM10,PM2.5,"AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"Alipur, Delhi - DPCC",06-Aug-2021,04:00,06-Aug-2021,05:00,40.5,35.25,26.92,976.65,4.43,88.05,54.58,,2.23,8.62,12.75,12.85,7.4,0.6,3.7,0.55,1.05,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,05:00,06-Aug-2021,06:00,43.75,33.5,26.92,977.25,6.3,88.47,29.5,,2.62,9.9,14.58,13.53,5.43,0.62,5.67,0.22,1.2,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,06:00,06-Aug-2021,07:00,44.25,35.75,27.3,977.75,41.38,87.9,30.98,,3.4,10.95,15.32,13.38,6.38,0.65,2.48,0.4,1.25,0.1,,
"Alipur, Delhi - DPCC",06-Aug-2021,07:00,06-Aug-2021,08:00,61.0,39.0,28.68,978.38,173.88,81.25,56.95,,3.4,10.2,13.98,13.73,6.0,0.7,3.15,0.5,1.48,0.3,,
"Alipur, Delhi - DPCC",06-Aug-2021,08:00,06-Aug-2021,09:00,75.0,44.0,31.12,978.8,284.8,73.45,87.03,,3.33,9.75,13.22,13.73,5.88,0.7,3.25,0.3,1.48,0.03,,
"Alipur, Delhi - DPCC",06-Aug-2021,09:00,06-Aug-2021,10:00,76.75,47.25,32.92,979.27,420.78,65.88,80.72,,1.97,7.62,11.3,13.53,3.83,0.65,7.12,0.23,1.8,0.1,,
"Alipur, Delhi - DPCC",06-Aug-2021,10:00,06-Aug-2021,11:00,64.5,38.25,34.02,979.35,455.18,60.22,97.12,,1.2,5.33,8.07,11.53,6.67,0.62,9.85,0.2,1.2,0.07,,
"Alipur, Delhi - DPCC",06-Aug-2021,11:00,06-Aug-2021,12:00,63.5,34.75,35.4,978.73,705.45,55.38,93.1,,1.12,4.42,6.6,10.68,1.75,0.6,17.93,0.15,1.02,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,12:00,06-Aug-2021,13:00,50.5,29.5,36.25,978.1,832.9,50.55,111.43,,1.42,4.3,5.82,10.47,1.23,0.53,22.67,0.0,0.83,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,13:00,06-Aug-2021,14:00,35.5,25.5,36.02,977.27,628.3,52.85,90.93,,1.35,4.07,5.6,10.65,0.15,0.5,24.43,0.0,0.6,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,14:00,06-Aug-2021,15:00,39.75,27.0,35.62,976.23,496.3,55.23,64.67,,0.98,3.95,5.93,10.8,1.05,0.5,22.55,0.0,0.72,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,15:00,06-Aug-2021,16:00,40.25,26.25,35.83,975.75,439.35,54.85,55.88,,1.3,4.08,5.62,10.93,2.23,0.5,19.12,0.0,0.5,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,16:00,06-Aug-2021,17:00,40.25,24.25,35.45,975.47,307.28,56.5,66.92,,1.38,4.38,6.1,12.12,0.9,0.5,20.93,0.0,0.55,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,17:00,06-Aug-2021,18:00,31.75,25.0,34.78,975.42,181.62,59.45,74.3,,1.35,4.55,6.53,12.43,2.2,0.5,18.15,0.0,0.47,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,18:00,06-Aug-2021,19:00,41.0,23.25,32.12,975.68,37.35,68.5,68.38,,1.5,6.07,9.05,12.47,2.0,0.5,14.75,0.0,0.7,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,19:00,06-Aug-2021,20:00,45.0,19.5,31.2,976.3,5.88,71.47,122.2,,1.17,7.35,11.93,12.32,1.45,0.57,11.3,0.07,0.88,0.0,,
"Alipur, Delhi - DPCC",06-Aug-2021,20:00,06-Aug-2021,21:00,57.0,27.5,29.85,976.72,4.4,74.35,154.5,,1.55,13.45,22.9,12.08,2.75,0.72,6.8,0.0,6.93,0.72,,
"Alipur, Delhi - DPCC",06-Aug-2021,21:00,06-Aug-2021,22:00,74.75,35.75,29.52,977.55,4.4,76.77,92.38,,1.75,12.05,20.0,10.9,4.17,0.75,5.1,0.22,6.4,0.97,,
"Alipur, Delhi - DPCC",06-Aug-2021,22:00,06-Aug-2021,23:00,48.25,30.5,29.4,977.92,4.43,78.62,78.67,,1.77,9.43,14.95,10.4,5.3,0.8,3.65,0.4,2.28,0.23,,
"Alipur, Delhi - DPCC",06-Aug-2021,23:00,07-Aug-2021,00:00,52.75,35.25,28.88,978.05,4.4,81.07,70.3,,1.72,8.95,14.22,10.62,4.47,0.8,3.85,0.33,2.42,0.22,,
"Alipur, Delhi - DPCC",07-Aug-2021,00:00,07-Aug-2021,01:00,54.25,35.25,28.52,977.6,4.47,81.85,30.38,,1.77,9.53,15.17,10.3,4.77,0.8,3.0,0.48,4.17,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,01:00,07-Aug-2021,02:00,56.25,36.75,28.23,977.35,4.5,82.78,58.35,,2.17,11.72,18.73,10.32,4.85,0.8,,0.43,4.12,0.2,,
"Alipur, Delhi - DPCC",07-Aug-2021,02:00,07-Aug-2021,03:00,70.0,49.75,27.7,977.42,4.5,85.3,59.07,,2.6,11.9,18.3,15.3,4.0,0.6,2.7,0.75,5.25,0.75,,
"Alipur, Delhi - DPCC",07-Aug-2021,03:00,07-Aug-2021,04:00,72.75,54.25,27.6,977.55,4.47,86.0,64.15,,3.85,12.6,18.27,14.0,3.98,0.67,2.7,0.55,4.5,0.62,,
"Alipur, Delhi - DPCC",07-Aug-2021,04:00,07-Aug-2021,05:00,72.5,50.75,27.8,977.73,4.5,84.65,56.5,,5.8,18.1,25.12,13.08,5.37,0.7,2.72,0.4,4.22,0.35,,
"Alipur, Delhi - DPCC",07-Aug-2021,05:00,07-Aug-2021,06:00,71.0,45.0,27.93,978.15,5.9,83.0,51.33,,4.72,18.8,28.15,13.0,6.53,0.67,4.42,0.57,3.4,0.3,,
"Alipur, Delhi - DPCC",07-Aug-2021,06:00,07-Aug-2021,07:00,57.75,38.25,28.27,978.58,45.1,82.15,78.12,,2.5,9.88,14.73,13.15,7.6,0.6,2.92,0.45,2.17,0.07,,
"Alipur, Delhi - DPCC",07-Aug-2021,07:00,07-Aug-2021,08:00,46.75,35.75,30.3,979.02,172.62,76.32,76.62,,2.7,9.15,13.05,13.27,7.35,0.6,2.95,0.35,1.6,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,08:00,07-Aug-2021,09:00,53.5,36.0,32.2,979.65,350.18,70.55,101.38,,2.5,8.25,11.7,12.27,4.75,0.7,4.65,0.42,2.15,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,09:00,07-Aug-2021,10:00,58.25,38.75,34.62,979.9,515.42,61.45,91.05,,1.9,7.15,10.53,11.25,4.9,0.7,11.47,0.17,2.6,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,10:00,07-Aug-2021,11:00,57.5,37.0,34.48,980.1,430.38,59.0,106.62,,1.65,6.0,8.75,10.57,5.4,0.62,17.95,0.23,2.88,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,11:00,07-Aug-2021,12:00,53.0,35.0,27.35,980.1,75.43,71.62,97.48,8.5,1.27,5.4,8.2,10.43,5.47,0.62,16.1,0.35,1.45,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,12:00,07-Aug-2021,13:00,44.75,33.25,26.5,980.4,57.6,86.2,136.78,5.5,1.77,6.62,9.75,10.1,6.42,0.6,10.97,0.55,2.92,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,13:00,07-Aug-2021,14:00,20.5,16.5,27.38,979.77,449.22,76.62,186.1,0.5,1.95,7.15,10.38,10.57,5.95,0.6,8.77,0.2,3.52,0.07,,
"Alipur, Delhi - DPCC",07-Aug-2021,14:00,07-Aug-2021,15:00,22.0,9.0,31.78,978.62,506.33,65.15,173.92,,1.98,6.3,8.72,11.43,6.2,0.5,16.25,0.15,2.85,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,15:00,07-Aug-2021,16:00,,,31.25,978.33,152.97,69.55,51.68,,1.38,5.28,7.75,12.17,5.4,0.5,13.25,0.12,5.1,0.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,16:00,07-Aug-2021,17:00,27.0,20.0,29.68,978.25,79.03,79.48,133.7,,1.23,5.97,9.32,12.45,5.47,0.53,9.82,0.0,4.8,0.15,,
"Alipur, Delhi - DPCC",07-Aug-2021,17:00,07-Aug-2021,18:00,30.25,21.25,30.02,978.22,77.65,79.15,235.88,,2.12,10.12,15.7,12.43,3.45,0.62,7.88,0.0,3.88,0.2,,
"Alipur, Delhi - DPCC",07-Aug-2021,18:00,07-Aug-2021,19:00,44.5,26.5,29.52,978.23,29.55,80.83,233.77,,2.02,11.92,19.3,12.62,3.52,0.7,7.12,0.07,19.68,0.85,,
"Alipur, Delhi - DPCC",07-Aug-2021,19:00,07-Aug-2021,20:00,60.5,31.75,28.65,978.9,4.9,83.03,236.93,,1.82,14.6,24.7,11.62,2.88,0.8,6.5,0.43,47.83,1.12,,
"Alipur, Delhi - DPCC",07-Aug-2021,20:00,07-Aug-2021,21:00,66.5,35.0,28.2,979.53,4.47,85.45,238.4,,2.05,14.75,24.63,9.97,4.05,0.75,2.75,0.53,46.15,0.93,,
"Alipur, Delhi - DPCC",07-Aug-2021,21:00,07-Aug-2021,22:00,60.75,37.5,28.0,980.17,4.5,86.45,241.0,,2.65,12.25,19.0,10.1,4.35,0.8,2.92,0.57,30.75,1.32,,
"Alipur, Delhi - DPCC",07-Aug-2021,22:00,07-Aug-2021,23:00,59.25,38.0,27.85,980.42,4.43,87.3,242.6,,3.42,12.88,19.0,10.28,4.13,0.8,4.05,0.55,13.85,1.0,,
"Alipur, Delhi - DPCC",07-Aug-2021,23:00,08-Aug-2021,00:00,63.25,42.0,27.82,980.4,4.43,87.77,207.18,,2.92,11.25,16.52,10.07,5.6,0.73,3.0,0.62,14.57,1.15,,
"Alipur, Delhi - DPCC",08-Aug-2021,00:00,08-Aug-2021,01:00,53.0,36.0,27.8,980.2,4.4,87.7,98.9,,2.75,10.98,16.4,10.25,6.25,0.65,2.35,0.53,8.4,0.68,,
"Alipur, Delhi - DPCC",08-Aug-2021,01:00,08-Aug-2021,02:00,46.25,34.75,27.52,979.95,4.38,87.68,64.8,,3.22,10.45,14.72,11.12,6.2,0.6,,0.2,5.35,0.0,,
"Alipur, Delhi - DPCC",08-Aug-2021,02:00,08-Aug-2021,03:00,43.25,31.0,27.2,979.62,4.4,87.92,56.58,,2.1,7.8,11.6,16.8,6.2,0.6,2.75,0.22,4.82,0.3,,
"Alipur, Delhi - DPCC",08-Aug-2021,03:00,08-Aug-2021,04:00,41.75,31.0,26.82,979.78,4.4,87.08,57.42,,1.62,8.08,12.68,14.3,5.53,0.62,2.73,0.35,3.83,0.23,,
"Alipur, Delhi - DPCC",08-Aug-2021,04:00,08-Aug-2021,05:00,45.0,30.75,26.77,979.78,4.4,86.4,75.22,,2.3,11.38,17.8,13.03,5.47,0.7,2.6,0.35,3.25,0.1,,
"Alipur, Delhi - DPCC",08-Aug-2021,05:00,08-Aug-2021,06:00,47.25,29.75,26.92,980.25,6.0,87.25,91.9,,2.97,14.1,21.95,12.75,3.85,0.7,3.33,0.3,3.15,0.07,,
"Alipur, Delhi - DPCC",08-Aug-2021,06:00,08-Aug-2021,07:00,44.25,29.25,27.25,980.67,47.73,86.77,81.47,,3.6,11.43,15.95,12.28,4.17,0.7,3.5,0.38,3.02,0.1,,
"Alipur, Delhi - DPCC",08-Aug-2021,07:00,08-Aug-2021,08:00,46.75,33.75,28.5,981.0,135.38,81.33,76.15,,4.25,11.67,15.45,11.6,3.6,0.7,5.65,0.57,6.0,0.2,,
"Alipur, Delhi - DPCC",08-Aug-2021,08:00,08-Aug-2021,09:00,64.25,48.25,30.65,981.4,303.58,73.25,62.95,,4.42,12.0,15.77,11.25,2.83,0.7,14.58,0.53,7.45,0.15,,
"Alipur, Delhi - DPCC",08-Aug-2021,09:00,08-Aug-2021,10:00,72.75,57.5,32.85,981.5,471.53,66.58,77.3,,3.17,10.85,15.47,10.95,2.85,0.65,20.53,0.53,7.4,0.17,,
"Alipur, Delhi - DPCC",08-Aug-2021,10:00,08-Aug-2021,11:00,70.25,56.5,34.0,981.38,581.67,62.45,106.5,,2.83,11.28,16.9,10.62,2.53,0.6,21.57,0.28,6.15,0.25,,
"Alipur, Delhi - DPCC",08-Aug-2021,11:00,08-Aug-2021,12:00,74.75,58.75,32.45,981.0,168.6,66.65,92.15,,1.48,6.43,9.8,10.55,3.67,0.57,20.6,0.15,4.05,0.0,,
"Alipur, Delhi - DPCC",08-Aug-2021,12:00,08-Aug-2021,13:00,74.25,58.75,28.92,980.6,54.68,77.42,212.65,,1.62,9.1,14.62,10.12,4.22,0.6,14.2,0.0,4.15,0.33,,
"Alipur, Delhi - DPCC",08-Aug-2021,13:00,08-Aug-2021,14:00,66.0,52.0,27.38,980.17,32.27,83.05,199.92,,2.38,15.62,25.68,10.95,4.75,0.7,11.55,0.17,10.65,1.75,,
"Alipur, Delhi - DPCC",08-Aug-2021,14:00,08-Aug-2021,15:00,39.0,31.0,27.38,980.43,16.28,83.22,250.88,0.5,2.18,14.17,23.38,10.95,5.18,0.62,11.03,0.42,13.88,2.0,,
"Alipur, Delhi - DPCC",08-Aug-2021,15:00,08-Aug-2021,16:00,32.75,26.25,26.62,979.62,27.95,85.18,258.33,0.5,1.43,8.27,13.38,11.05,4.45,0.5,12.28,0.0,18.2,0.57,,
"Alipur, Delhi - DPCC",08-Aug-2021,16:00,08-Aug-2021,17:00,12.5,10.5,26.05,979.6,29.07,86.05,229.22,0.5,1.45,7.22,11.35,11.12,4.9,0.5,9.18,0.0,7.17,0.2,,
"Alipur, Delhi - DPCC",08-Aug-2021,17:00,08-Aug-2021,18:00,9.25,6.5,26.02,979.27,28.45,86.5,73.55,0.5,1.45,7.7,12.23,10.65,4.65,0.47,8.82,0.12,5.88,0.65,,
"Alipur, Delhi - DPCC",08-Aug-2021,18:00,08-Aug-2021,19:00,13.0,8.0,26.33,979.1,16.52,87.28,71.95,,1.38,8.88,14.55,9.78,3.6,0.5,6.15,0.07,3.85,0.12,,
"Alipur, Delhi - DPCC",08-Aug-2021,19:00,08-Aug-2021,20:00,,,26.28,980.12,7.68,87.25,64.8,,1.45,9.18,14.97,9.42,3.0,0.57,6.53,0.17,2.75,0.0,,
"Alipur, Delhi - DPCC",08-Aug-2021,20:00,08-Aug-2021,21:00,,,26.4,981.13,4.4,88.08,67.7,,1.42,9.43,15.52,9.2,3.03,0.65,5.45,0.33,3.25,0.28,,
"Alipur, Delhi - DPCC",08-Aug-2021,21:00,08-Aug-2021,22:00,,,26.48,981.6,4.4,88.1,93.33,,1.57,9.18,14.82,8.93,3.4,0.62,4.75,0.3,2.75,0.15,,
"Alipur, Delhi - DPCC",08-Aug-2021,22:00,08-Aug-2021,23:00,,,26.15,981.6,4.43,87.95,84.95,,1.15,6.45,10.35,9.07,3.7,0.6,4.67,0.07,2.1,0.25,,
"Alipur, Delhi - DPCC",08-Aug-2021,23:00,09-Aug-2021,00:00,,,26.1,981.65,4.43,88.53,84.08,,1.27,6.62,10.55,10.15,5.1,0.53,8.9,0.0,2.0,0.03,,
"Alipur, Delhi - DPCC",09-Aug-2021,00:00,09-Aug-2021,01:00,24.0,19.0,26.18,981.62,4.43,88.6,68.38,,1.25,7.65,12.43,10.82,5.4,0.6,4.35,0.07,2.05,0.12,,
"Alipur, Delhi - DPCC",09-Aug-2021,01:00,09-Aug-2021,02:00,25.25,19.75,26.35,981.25,4.4,88.6,64.15,,1.6,11.33,18.8,10.57,5.25,0.6,,0.0,2.42,0.43,,
"Alipur, Delhi - DPCC",09-Aug-2021,02:00,09-Aug-2021,03:00,31.5,23.5,26.48,980.65,4.45,88.6,100.0,,2.9,11.5,17.2,17.5,7.6,0.6,2.4,0.07,2.57,0.25,,
"Alipur, Delhi - DPCC",09-Aug-2021,03:00,09-Aug-2021,04:00,42.25,31.0,26.58,980.45,4.43,88.65,79.92,,3.1,12.4,19.23,14.38,6.05,0.7,3.27,0.12,3.0,0.7,,
"Alipur, Delhi - DPCC",09-Aug-2021,04:00,09-Aug-2021,05:00,52.25,39.75,26.6,980.2,4.43,88.78,41.92,,6.7,17.32,22.35,12.95,6.63,0.8,4.35,0.6,4.1,0.5,,
"Alipur, Delhi - DPCC",09-Aug-2021,05:00,09-Aug-2021,06:00,49.5,37.5,26.6,980.5,5.2,88.82,51.9,,2.6,9.5,13.85,12.32,2.47,0.78,2.47,0.5,3.2,0.15,,
"Alipur, Delhi - DPCC",09-Aug-2021,06:00,09-Aug-2021,07:00,40.25,33.75,26.85,981.05,38.95,88.55,59.5,,2.9,10.25,14.8,12.03,1.93,0.8,2.62,0.4,2.98,0.33,,
"Alipur, Delhi - DPCC",09-Aug-2021,07:00,09-Aug-2021,08:00,46.75,36.75,27.12,981.38,59.7,86.47,30.45,,3.33,10.8,15.2,11.7,1.8,0.8,3.97,0.5,3.67,0.4,,
"Alipur, Delhi - DPCC",09-Aug-2021,08:00,09-Aug-2021,09:00,56.0,42.0,27.38,981.83,67.5,84.6,43.2,,3.67,12.55,18.4,11.12,1.9,0.7,7.43,0.52,4.75,0.28,,
"Alipur, Delhi - DPCC",09-Aug-2021,09:00,09-Aug-2021,10:00,62.5,53.0,28.08,981.83,127.38,81.12,31.58,,4.3,14.07,19.9,10.8,0.4,0.77,7.15,0.82,5.48,0.57,,
"Alipur, Delhi - DPCC",09-Aug-2021,10:00,09-Aug-2021,11:00,74.25,61.0,29.72,981.68,255.6,75.6,144.38,,4.57,15.5,22.1,11.15,2.6,0.88,6.43,0.68,6.1,0.82,,
"Alipur, Delhi - DPCC",09-Aug-2021,11:00,09-Aug-2021,12:00,86.5,71.5,31.57,981.55,342.25,69.57,212.67,,6.53,19.02,24.75,13.15,5.4,1.03,12.4,0.62,15.52,0.85,,
"Alipur, Delhi - DPCC",09-Aug-2021,12:00,09-Aug-2021,13:00,107.75,83.0,32.9,981.2,636.48,65.88,152.93,,2.6,14.6,23.5,16.05,5.8,0.9,21.05,0.7,21.77,1.25,,
"Alipur, Delhi - DPCC",09-Aug-2021,13:00,09-Aug-2021,14:00,98.75,80.5,33.77,980.87,473.55,62.4,129.35,,2.0,11.93,19.27,19.0,7.77,0.55,35.1,0.42,10.48,0.25,,
"Alipur, Delhi - DPCC",09-Aug-2021,14:00,09-Aug-2021,15:00,108.0,89.5,33.18,980.03,282.47,63.98,48.1,,1.28,9.03,15.02,18.18,8.15,0.7,39.4,0.25,7.62,0.0,,
"Alipur, Delhi - DPCC",09-Aug-2021,15:00,09-Aug-2021,16:00,94.0,79.25,32.58,979.1,254.9,66.45,78.88,,1.62,7.18,11.0,17.35,5.53,0.67,30.48,0.1,4.3,0.0,,
"Alipur, Delhi - DPCC",09-Aug-2021,16:00,09-Aug-2021,17:00,61.0,54.25,31.0,978.25,228.43,71.25,90.6,,1.5,5.78,8.5,15.65,4.9,0.67,15.45,0.07,3.1,0.0,,
"Alipur, Delhi - DPCC",09-Aug-2021,17:00,09-Aug-2021,18:00,36.5,30.5,30.85,978.4,134.12,72.03,99.25,,1.23,5.33,8.1,13.85,5.47,0.7,14.5,0.17,5.38,0.17,,
"Alipur, Delhi - DPCC",09-Aug-2021,18:00,09-Aug-2021,19:00,50.5,31.75,29.85,978.75,32.42,75.47,109.03,,1.57,7.6,11.88,13.65,5.6,0.75,13.2,0.55,3.83,0.33,,
"Alipur, Delhi - DPCC",09-Aug-2021,19:00,09-Aug-2021,20:00,75.25,42.5,29.02,979.08,4.83,79.67,117.55,,1.75,14.53,24.68,12.83,5.3,1.03,25.83,0.85,9.05,1.6,,
"Alipur, Delhi - DPCC",09-Aug-2021,20:00,09-Aug-2021,21:00,91.75,48.75,28.45,979.38,4.38,81.47,136.35,,4.28,24.25,39.05,12.17,8.38,1.0,4.42,0.9,10.4,2.95,,
"Alipur, Delhi - DPCC",09-Aug-2021,21:00,09-Aug-2021,22:00,94.75,46.25,28.05,979.65,4.4,82.32,143.53,,8.45,30.88,45.17,12.68,7.3,1.05,2.8,1.3,14.08,4.62,,
"Alipur, Delhi - DPCC",09-Aug-2021,22:00,09-Aug-2021,23:00,98.5,49.25,27.85,980.15,4.45,83.22,143.82,,13.95,33.38,41.38,13.88,7.57,1.08,3.1,0.97,13.53,4.35,,
"Alipur, Delhi - DPCC",09-Aug-2021,23:00,10-Aug-2021,00:00,101.0,48.0,27.6,980.38,4.45,84.9,131.12,,13.77,32.3,40.85,14.05,6.92,1.0,3.25,0.93,12.2,4.12,,
"Alipur, Delhi - DPCC",10-Aug-2021,00:00,10-Aug-2021,01:00,99.5,50.25,27.72,980.37,4.5,85.32,186.95,,13.27,29.57,36.38,14.4,7.67,0.95,5.23,1.02,10.8,3.7,,
"Alipur, Delhi - DPCC",10-Aug-2021,01:00,10-Aug-2021,02:00,107.75,45.5,27.47,979.92,4.5,83.07,188.32,,2.9,18.25,29.88,14.17,6.92,0.67,3.0,0.65,8.28,2.65,,
"Alipur, Delhi - DPCC",10-Aug-2021,02:00,10-Aug-2021,03:00,83.5,34.0,27.12,979.53,4.47,80.47,192.48,,2.1,10.4,,18.2,5.8,0.4,3.83,0.3,5.0,1.1,,
"Alipur, Delhi - DPCC",10-Aug-2021,03:00,10-Aug-2021,04:00,59.25,22.5,26.87,979.03,4.5,82.12,176.18,,1.95,10.95,17.62,14.5,4.67,0.5,3.37,0.15,2.7,0.58,,
"Alipur, Delhi - DPCC",10-Aug-2021,04:00,10-Aug-2021,05:00,61.75,23.5,26.45,978.7,4.45,84.53,196.07,,1.9,11.27,18.27,13.65,5.0,0.5,2.4,0.55,3.65,0.88,,
"Alipur, Delhi - DPCC",10-Aug-2021,05:00,10-Aug-2021,06:00,59.5,22.5,26.35,978.67,5.88,84.43,202.07,,2.17,12.32,19.9,12.65,7.83,0.5,2.52,0.0,3.4,1.05,,
"Alipur, Delhi - DPCC",10-Aug-2021,06:00,10-Aug-2021,07:00,67.25,24.0,26.7,979.25,49.12,84.12,186.95,,3.7,14.35,21.33,12.3,8.03,0.58,2.73,0.17,3.55,0.48,,
"Alipur, Delhi - DPCC",10-Aug-2021,07:00,10-Aug-2021,08:00,77.75,26.5,28.32,979.73,133.8,78.17,223.47,,4.6,14.35,19.93,12.15,7.75,0.6,8.27,0.25,3.85,1.1,,
"Alipur, Delhi - DPCC",10-Aug-2021,08:00,10-Aug-2021,09:00,80.25,33.25,30.67,979.82,323.25,71.75,218.92,,4.58,12.45,16.35,12.03,8.75,0.6,,0.1,2.92,0.57,,
"Alipur, Delhi - DPCC",10-Aug-2021,09:00,10-Aug-2021,10:00,80.75,32.25,32.33,980.1,494.0,65.92,250.88,,2.75,8.7,12.1,12.73,10.35,0.53,,0.07,3.85,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,10:00,10-Aug-2021,11:00,85.5,34.0,33.45,980.25,638.77,61.38,252.6,,1.98,5.92,8.1,13.4,8.9,0.4,,0.0,2.02,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,11:00,10-Aug-2021,12:00,105.5,29.5,34.58,980.12,643.75,59.03,261.18,,1.73,5.75,8.1,13.53,6.08,0.43,,0.0,8.05,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,12:00,10-Aug-2021,13:00,125.67,34.67,35.12,979.85,727.83,57.88,261.68,,1.75,5.77,8.2,13.82,6.38,0.43,,0.0,13.75,0.03,,
"Alipur, Delhi - DPCC",10-Aug-2021,13:00,10-Aug-2021,14:00,145.5,36.0,35.27,979.28,698.2,57.58,256.03,,1.27,4.93,7.3,13.5,6.18,0.4,,0.0,12.4,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,14:00,10-Aug-2021,15:00,147.0,35.5,35.75,978.35,599.55,57.1,270.25,,1.15,5.2,8.0,13.47,5.35,0.6,,0.0,6.85,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,15:00,10-Aug-2021,16:00,146.75,35.25,35.8,977.62,446.75,56.55,270.1,,1.15,4.55,6.78,11.52,2.95,0.65,,0.0,2.9,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,16:00,10-Aug-2021,17:00,148.75,39.0,35.4,977.03,328.97,57.8,263.45,,1.1,4.6,6.95,10.6,4.4,0.7,,0.0,16.93,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,17:00,10-Aug-2021,18:00,152.25,37.0,34.72,976.6,160.92,59.52,281.1,,1.33,4.88,7.1,10.5,6.1,0.62,,0.07,12.92,0.2,,
"Alipur, Delhi - DPCC",10-Aug-2021,18:00,10-Aug-2021,19:00,138.75,32.75,33.15,976.65,38.28,64.17,303.22,,1.58,6.08,8.97,10.75,6.33,0.65,,0.0,2.6,0.0,,
"Alipur, Delhi - DPCC",10-Aug-2021,19:00,10-Aug-2021,20:00,140.25,37.5,30.82,977.05,5.05,72.9,286.7,,1.57,9.6,15.65,10.58,7.03,0.73,,0.0,2.48,0.23,,
"Alipur, Delhi - DPCC",10-Aug-2021,20:00,10-Aug-2021,21:00,153.75,38.75,29.98,977.55,4.4,77.8,286.52,,2.55,17.27,28.55,11.63,7.8,0.78,,0.28,7.85,2.45,,
"Alipur, Delhi - DPCC",10-Aug-2021,21:00,10-Aug-2021,22:00,200.5,50.0,29.7,978.15,4.43,80.32,284.98,,4.28,22.88,36.4,12.3,7.9,0.92,,0.28,16.7,2.07,,
"Alipur, Delhi - DPCC",10-Aug-2021,22:00,10-Aug-2021,23:00,189.25,59.0,29.38,978.53,4.43,81.92,253.8,,5.3,22.1,33.42,12.27,7.57,0.9,,0.38,8.02,1.58,,
"Alipur, Delhi - DPCC",10-Aug-2021,23:00,11-Aug-2021,00:00,168.25,61.0,29.48,978.67,4.47,81.33,192.45,,10.12,27.32,35.77,12.28,6.28,0.88,,0.55,11.53,2.2,,
"Alipur, Delhi - DPCC",11-Aug-2021,00:00,11-Aug-2021,01:00,182.5,64.0,29.43,978.68,4.47,77.12,221.3,,4.07,20.48,32.27,12.5,6.1,0.68,,0.52,10.82,2.25,,
"Alipur, Delhi - DPCC",11-Aug-2021,01:00,11-Aug-2021,02:00,138.5,50.0,29.38,978.32,4.47,74.15,236.95,,2.98,12.88,19.65,12.12,6.33,0.5,,0.12,5.97,0.45,,
"Alipur, Delhi - DPCC",11-Aug-2021,02:00,11-Aug-2021,03:00,96.75,33.5,28.53,977.93,4.47,76.42,219.95,,2.7,13.0,20.4,14.5,4.9,0.5,,0.33,7.15,0.45,,
"Alipur, Delhi - DPCC",11-Aug-2021,03:00,11-Aug-2021,04:00,82.25,28.0,28.25,977.78,4.45,76.6,270.12,,2.15,10.85,17.07,12.7,5.1,0.5,,0.05,3.85,0.3,,
"Alipur, Delhi - DPCC",11-Aug-2021,04:00,11-Aug-2021,05:00,77.25,26.5,28.1,978.02,4.5,75.78,239.47,,1.95,8.93,13.77,11.58,3.9,0.5,,0.0,2.8,0.0,,
"Alipur, Delhi - DPCC",11-Aug-2021,05:00,11-Aug-2021,06:00,77.0,30.75,28.05,978.17,5.72,73.95,247.83,,1.65,8.45,13.57,11.1,4.45,0.5,,0.0,1.97,0.05,,
"Alipur, Delhi - DPCC",11-Aug-2021,06:00,11-Aug-2021,07:00,75.0,29.5,28.25,978.58,44.85,72.65,244.18,,1.88,9.25,14.45,10.7,6.4,0.5,,0.0,2.12,0.0,,
