AQ_1420_Aug21_July22
Station Name,From,FT,To,TT,"PM10 (ug/m3)","PM2.5(ug/m3)","AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,00:00,01-Aug-2021,01:00,185.5,68.25,26.8,974.95,1.27,92.03,72.42,0.0,71.53,69.0,20.15,25.2,9.18,5.17,14.33,0.75,21.05,7.98,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,01:00,01-Aug-2021,02:00,206.25,78.5,26.85,974.55,1.17,92.27,78.03,0.0,93.5,88.15,22.35,28.02,10.53,2.75,49.3,0.85,21.8,8.97,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,02:00,01-Aug-2021,03:00,231.25,82.75,26.92,974.38,1.12,91.85,77.58,0.0,52.1,55.9,25.2,28.6,12.9,1.1,20.8,1.43,21.27,8.12,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,03:00,01-Aug-2021,04:00,162.75,63.5,26.95,973.95,0.88,91.08,103.45,0.0,67.4,67.67,23.9,22.35,13.88,0.93,61.0,3.5,24.18,7.85,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,04:00,01-Aug-2021,05:00,153.0,57.5,26.82,973.93,1.05,92.85,108.55,0.07,47.2,53.18,27.65,21.3,13.53,0.55,31.62,3.08,36.57,8.8,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,05:00,01-Aug-2021,06:00,80.5,37.0,25.68,974.65,1.27,95.0,78.15,0.0,7.38,14.28,15.48,19.82,11.12,0.2,18.55,2.65,29.9,6.82,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,06:00,01-Aug-2021,07:00,25.0,16.0,24.77,975.78,2.18,95.88,125.3,0.0,3.97,9.55,11.88,18.23,7.95,0.15,19.42,2.1,20.88,3.92,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,07:00,01-Aug-2021,08:00,,,24.67,976.2,3.97,95.88,48.7,0.0,4.28,10.83,13.77,20.9,5.2,0.88,15.15,1.48,17.82,3.3,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,08:00,01-Aug-2021,09:00,,,24.8,975.98,9.55,95.9,106.1,0.0,10.65,25.48,31.57,19.65,8.62,1.1,14.17,1.4,15.4,2.95,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,09:00,01-Aug-2021,10:00,,,25.1,975.58,59.98,96.1,42.58,0.0,16.12,35.3,41.7,22.42,9.9,1.18,11.93,1.3,13.95,2.88,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,10:00,01-Aug-2021,11:00,17.0,12.0,25.9,975.27,197.62,93.62,49.8,0.0,12.07,22.98,24.67,23.65,9.7,0.82,11.2,1.33,13.38,2.85,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,11:00,01-Aug-2021,12:00,28.0,16.0,28.62,974.83,477.9,76.72,178.78,0.0,14.97,28.68,30.95,20.23,13.88,0.93,15.1,1.35,12.8,2.92,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,12:00,01-Aug-2021,13:00,61.75,28.5,30.15,974.3,459.32,65.5,189.35,0.0,8.57,21.65,27.52,18.7,16.0,0.87,18.23,1.88,16.43,4.0,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,13:00,01-Aug-2021,14:00,64.0,31.0,29.17,973.8,307.1,69.6,183.28,0.0,6.32,17.55,23.3,17.65,15.83,1.43,18.43,1.62,15.58,3.28,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,14:00,01-Aug-2021,15:00,66.5,35.75,29.68,973.12,332.5,65.67,117.42,0.0,5.42,13.57,17.22,16.98,9.3,1.58,24.6,1.32,14.12,2.65,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,15:00,01-Aug-2021,16:00,73.75,41.0,29.33,972.47,270.52,67.6,243.1,0.0,6.03,14.9,18.75,18.93,4.07,1.95,27.15,0.43,15.77,2.55,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,16:00,01-Aug-2021,17:00,72.0,40.25,29.23,972.17,221.7,67.47,110.1,0.0,5.53,15.45,20.6,22.77,3.92,2.02,18.32,0.68,20.48,2.73,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,17:00,01-Aug-2021,18:00,62.0,33.0,29.35,972.0,129.53,66.62,91.53,0.07,6.0,16.88,22.57,25.9,1.68,1.98,14.35,0.9,19.88,3.55,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,18:00,01-Aug-2021,19:00,54.5,22.25,27.75,972.55,32.4,78.62,42.15,0.0,6.88,23.6,33.8,26.15,3.43,2.03,15.93,1.03,19.8,3.1,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,19:00,01-Aug-2021,20:00,94.0,33.5,26.8,973.27,2.17,87.95,48.5,0.0,6.15,22.1,32.1,21.0,7.37,1.8,13.93,1.25,19.32,3.92,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,20:00,01-Aug-2021,21:00,89.0,28.75,26.62,973.73,1.15,89.05,65.7,0.0,10.9,29.4,38.62,19.55,9.73,2.12,13.0,1.4,18.07,4.22,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,21:00,01-Aug-2021,22:00,79.25,28.5,26.35,974.2,1.05,90.75,60.42,0.0,16.17,33.1,37.42,18.85,11.77,2.35,11.57,1.63,16.4,4.15,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,22:00,01-Aug-2021,23:00,73.25,33.75,26.17,974.3,1.0,91.07,61.88,0.0,33.85,44.98,32.65,19.05,11.3,3.3,18.87,1.85,17.77,5.1,,
"Ashok Vihar, Delhi - DPCC",01-Aug-2021,23:00,02-Aug-2021,00:00,95.0,48.0,26.05,974.35,1.02,91.47,79.92,0.0,61.4,67.9,33.52,20.25,9.05,4.6,13.93,1.07,19.1,6.85,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,00:00,02-Aug-2021,01:00,133.25,65.0,25.88,973.85,0.88,94.48,112.2,0.0,94.22,89.38,23.6,22.6,9.2,5.2,39.25,1.88,22.68,8.6,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,01:00,02-Aug-2021,02:00,187.0,89.25,25.75,973.25,1.05,96.28,70.15,0.0,94.45,91.25,26.78,26.58,10.03,3.17,190.8,2.38,25.7,9.55,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,02:00,02-Aug-2021,03:00,162.0,87.5,25.88,973.05,0.8,95.9,72.55,0.0,75.8,78.8,32.0,29.9,12.9,2.0,186.63,1.95,25.65,9.6,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,03:00,02-Aug-2021,04:00,151.75,82.0,26.25,973.1,1.1,93.53,36.35,0.0,85.22,82.97,25.35,22.22,13.1,2.15,141.5,3.48,30.25,9.85,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,04:00,02-Aug-2021,05:00,153.75,88.0,26.4,973.35,0.72,91.12,97.08,0.0,96.0,92.0,25.72,20.18,13.78,1.97,71.72,3.73,29.73,9.85,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,05:00,02-Aug-2021,06:00,145.25,89.0,26.25,973.65,1.3,92.47,122.35,0.0,64.7,64.42,21.98,20.62,15.35,1.38,37.25,3.72,26.45,9.15,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,06:00,02-Aug-2021,07:00,151.0,92.0,26.35,974.35,14.38,94.05,71.03,0.0,46.0,49.85,23.18,19.95,9.35,1.17,32.9,3.48,24.27,8.45,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,07:00,02-Aug-2021,08:00,144.5,88.0,26.77,974.88,73.03,92.75,98.42,0.0,24.32,31.85,22.6,22.95,5.77,1.18,35.3,1.05,19.45,7.33,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,08:00,02-Aug-2021,09:00,91.75,76.5,27.08,975.55,150.72,87.7,139.57,0.0,17.07,22.55,16.23,23.02,9.77,0.9,20.9,0.68,17.05,6.0,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,09:00,02-Aug-2021,10:00,43.25,38.5,27.7,975.95,134.43,80.08,122.1,0.0,9.43,20.68,24.38,24.0,8.28,0.62,11.65,1.48,14.97,4.58,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,10:00,02-Aug-2021,11:00,41.0,28.75,28.85,976.03,233.25,71.15,127.93,0.0,14.85,36.17,45.2,24.27,8.6,0.6,20.9,1.62,14.37,4.15,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,11:00,02-Aug-2021,12:00,61.75,30.75,29.15,976.15,349.27,68.15,22.53,0.0,9.95,20.68,23.57,21.3,14.0,0.2,23.65,1.82,14.12,3.85,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,12:00,02-Aug-2021,13:00,62.75,27.5,30.35,975.47,597.45,60.9,17.15,0.0,4.97,12.2,15.25,18.23,15.27,0.55,15.33,1.5,11.9,2.8,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,13:00,02-Aug-2021,14:00,40.5,20.75,28.3,974.9,172.12,76.48,47.42,0.15,5.6,13.03,15.88,16.23,14.33,1.68,17.57,0.75,8.12,1.08,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,14:00,02-Aug-2021,15:00,38.25,24.75,27.5,974.23,139.9,83.55,9.95,0.12,6.3,14.3,17.25,15.9,11.6,1.65,35.0,0.8,9.02,1.18,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,15:00,02-Aug-2021,16:00,33.67,24.67,26.55,971.55,94.23,88.53,92.1,0.07,7.37,14.57,16.07,24.03,13.2,1.2,24.85,0.5,10.25,1.43,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,16:00,02-Aug-2021,17:00,33.25,14.0,27.65,969.48,162.2,84.3,39.65,0.0,17.75,25.95,21.6,27.8,17.48,1.78,178.4,0.57,11.8,4.05,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,17:00,02-Aug-2021,18:00,44.5,23.0,27.57,969.6,66.38,82.38,28.05,0.0,,,,32.4,20.57,1.53,95.5,0.95,17.82,5.47,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,18:00,02-Aug-2021,19:00,37.0,22.0,26.82,969.9,28.12,83.83,36.92,0.07,10.1,18.17,18.67,36.68,22.18,1.47,75.67,1.15,15.73,4.0,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,19:00,02-Aug-2021,20:00,32.75,14.0,26.6,970.38,1.83,87.9,27.02,0.0,12.7,21.12,20.25,32.6,24.37,0.93,42.12,1.5,12.38,5.1,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,20:00,02-Aug-2021,21:00,48.0,11.0,26.62,971.15,1.27,88.82,34.1,0.0,21.18,27.32,18.98,29.68,23.48,1.05,26.42,1.72,14.75,5.65,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,21:00,02-Aug-2021,22:00,55.0,23.0,26.77,971.83,1.33,87.33,35.78,0.0,24.38,31.48,21.72,28.58,23.6,0.97,6.67,1.52,13.45,4.33,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,22:00,02-Aug-2021,23:00,68.5,28.0,26.6,971.77,1.0,89.38,52.7,0.0,25.65,33.58,23.77,27.57,21.92,1.25,6.2,1.55,14.55,3.53,,
"Ashok Vihar, Delhi - DPCC",02-Aug-2021,23:00,03-Aug-2021,00:00,77.0,39.0,26.52,971.62,1.3,90.6,38.5,0.0,29.93,36.73,23.2,27.07,18.67,1.42,7.8,1.35,11.7,3.25,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,00:00,03-Aug-2021,01:00,88.75,46.0,26.5,971.52,1.12,91.32,28.43,0.0,33.25,39.95,24.2,28.15,17.65,1.43,2.15,1.88,10.65,2.73,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,01:00,03-Aug-2021,02:00,85.75,56.0,26.48,971.5,0.97,92.05,107.03,0.0,38.18,43.9,24.03,29.75,17.43,0.25,,1.55,10.57,2.75,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,02:00,03-Aug-2021,03:00,74.5,41.0,26.48,971.1,1.32,90.65,37.0,0.0,31.4,39.3,25.7,33.9,23.1,,29.95,1.25,10.18,2.35,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,03:00,03-Aug-2021,04:00,60.0,31.0,26.4,971.12,1.32,90.08,28.98,0.0,30.12,38.5,26.18,28.93,25.15,,12.12,1.28,8.53,1.75,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,04:00,03-Aug-2021,05:00,57.0,29.0,26.28,971.35,1.3,90.32,27.62,0.0,28.7,37.6,26.68,28.23,27.12,,4.45,1.38,7.88,1.7,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,05:00,03-Aug-2021,06:00,56.0,25.0,26.2,971.92,3.33,91.0,26.3,0.0,29.0,37.55,26.08,27.35,27.53,,6.62,1.15,7.82,1.35,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,06:00,03-Aug-2021,07:00,55.0,25.0,26.38,972.4,40.25,90.08,26.0,0.0,30.52,38.42,25.38,25.7,25.85,,5.23,1.1,7.83,1.48,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,07:00,03-Aug-2021,08:00,60.25,34.0,27.48,972.4,181.03,82.55,21.4,0.0,30.8,37.95,24.2,25.88,23.67,0.4,8.07,0.88,6.7,1.32,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,08:00,03-Aug-2021,09:00,57.25,31.0,28.0,972.58,297.33,77.15,39.53,0.0,25.5,33.92,24.62,25.1,20.9,0.45,4.6,0.83,5.75,1.02,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,09:00,03-Aug-2021,10:00,57.0,40.0,28.62,972.42,397.05,71.08,36.78,0.0,20.12,29.15,23.97,26.58,20.25,0.43,12.23,0.88,6.15,0.97,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,10:00,03-Aug-2021,11:00,64.0,33.0,28.98,972.85,332.77,68.05,30.93,0.0,17.27,26.5,23.25,26.43,19.15,0.3,39.88,1.2,7.17,1.07,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,11:00,03-Aug-2021,12:00,65.0,33.0,30.0,972.75,520.5,61.8,33.65,0.0,14.35,23.27,21.7,25.43,19.7,0.0,28.45,1.27,7.0,1.02,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,12:00,03-Aug-2021,13:00,58.75,23.0,30.27,972.17,568.65,59.35,34.48,0.0,10.5,19.9,21.32,29.2,19.98,0.0,21.82,2.27,8.55,1.1,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,13:00,03-Aug-2021,14:00,54.0,16.0,30.27,971.7,602.28,58.75,33.05,0.0,9.38,17.92,19.3,30.8,20.1,0.35,29.15,1.08,7.4,0.98,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,14:00,03-Aug-2021,15:00,42.0,13.0,29.95,971.1,397.6,60.1,40.35,0.0,8.98,17.62,19.43,29.82,19.17,0.43,32.5,1.42,6.1,0.7,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,15:00,03-Aug-2021,16:00,42.75,18.0,30.3,970.2,491.88,58.12,37.4,0.0,7.62,16.88,20.0,27.75,19.1,0.75,28.95,2.25,12.45,1.05,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,16:00,03-Aug-2021,17:00,44.25,17.0,30.1,969.97,315.58,58.75,34.12,0.0,8.15,17.02,19.5,29.88,17.82,0.7,33.33,1.3,8.32,0.9,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,17:00,03-Aug-2021,18:00,43.25,12.0,29.45,969.9,116.33,62.05,42.58,0.0,8.8,18.18,20.73,29.1,19.85,0.8,36.38,1.35,9.38,0.97,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,18:00,03-Aug-2021,19:00,53.25,14.0,28.65,970.25,15.47,66.2,41.17,0.0,10.1,20.45,22.97,29.45,20.25,0.7,33.45,1.38,10.2,1.65,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,19:00,03-Aug-2021,20:00,75.0,16.0,28.02,970.78,1.65,70.65,69.15,0.0,11.05,23.6,27.3,26.62,18.73,1.3,25.5,2.1,24.23,3.5,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,20:00,03-Aug-2021,21:00,82.75,20.0,27.58,971.75,1.12,74.28,72.3,0.0,15.45,28.08,29.08,29.9,20.25,1.42,5.77,2.02,21.05,4.5,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,21:00,03-Aug-2021,22:00,82.0,23.0,27.38,972.2,1.42,76.08,40.97,0.0,19.52,31.35,29.05,30.43,19.07,1.52,13.6,2.23,30.2,4.17,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,22:00,03-Aug-2021,23:00,101.0,28.0,27.52,972.52,1.4,74.8,34.93,0.0,21.73,32.97,28.7,30.1,20.15,1.6,10.53,2.48,20.55,3.83,,
"Ashok Vihar, Delhi - DPCC",03-Aug-2021,23:00,04-Aug-2021,00:00,127.0,37.75,27.25,972.62,1.5,77.75,28.48,0.0,23.43,34.92,29.73,28.85,21.57,1.65,13.35,2.7,17.2,3.15,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,00:00,04-Aug-2021,01:00,137.75,54.0,27.02,972.67,1.4,82.1,22.77,0.0,25.3,35.83,28.57,29.35,21.8,1.53,13.25,2.57,14.1,2.35,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,01:00,04-Aug-2021,02:00,106.25,32.5,26.7,972.45,1.4,85.65,31.95,0.0,23.73,33.75,27.15,30.2,18.77,0.2,,1.4,11.68,2.05,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,02:00,04-Aug-2021,03:00,76.0,31.0,26.52,972.25,1.45,86.88,28.55,0.0,21.1,30.9,25.8,34.9,18.9,,32.85,1.25,10.2,1.52,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,03:00,04-Aug-2021,04:00,76.25,32.75,26.4,972.35,1.35,86.92,33.92,0.0,22.08,32.45,27.15,30.0,20.93,,14.55,1.7,9.65,1.42,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,04:00,04-Aug-2021,05:00,83.25,37.25,26.28,972.38,1.3,87.6,27.57,0.0,22.35,32.65,27.1,28.5,23.52,,13.12,3.15,9.12,1.38,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,05:00,04-Aug-2021,06:00,74.25,34.0,26.2,972.38,3.17,88.42,40.0,0.0,21.48,31.7,26.7,28.1,23.25,,13.05,2.23,7.65,1.07,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,06:00,04-Aug-2021,07:00,70.0,31.75,26.62,972.65,78.75,82.42,43.75,0.0,21.9,31.55,25.78,27.2,21.45,0.2,26.38,2.12,8.32,1.02,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,07:00,04-Aug-2021,08:00,57.75,28.5,27.75,972.92,246.7,70.6,42.27,0.0,19.8,29.1,24.38,28.6,27.27,0.45,69.5,1.6,9.38,0.85,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,08:00,04-Aug-2021,09:00,39.5,12.5,28.52,973.45,392.07,65.17,44.77,0.0,17.2,26.05,22.6,29.27,30.25,0.45,19.27,1.6,8.47,0.8,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,09:00,04-Aug-2021,10:00,44.0,14.75,29.07,973.83,555.6,62.42,40.67,0.0,15.5,24.4,22.15,31.08,20.35,0.45,30.4,1.17,6.65,0.73,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,10:00,04-Aug-2021,11:00,55.0,16.75,29.62,974.05,513.9,60.5,36.02,0.0,13.2,22.62,22.3,29.8,19.27,0.33,42.75,1.05,7.43,0.77,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,11:00,04-Aug-2021,12:00,62.25,17.5,30.02,973.85,592.93,58.85,38.33,0.0,10.9,20.35,21.55,27.03,16.1,0.07,46.47,1.18,7.62,0.82,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,12:00,04-Aug-2021,13:00,64.75,20.75,30.23,973.35,720.1,57.73,44.2,0.0,8.68,17.95,20.38,29.22,17.7,0.1,42.78,1.27,7.52,0.92,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,13:00,04-Aug-2021,14:00,68.75,17.75,30.38,972.65,529.85,57.2,46.62,0.0,7.03,16.48,20.25,28.98,18.07,0.43,58.38,1.07,8.1,0.9,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,14:00,04-Aug-2021,15:00,82.75,21.0,30.88,971.75,528.55,54.83,48.22,0.0,6.03,15.45,19.82,28.65,20.15,0.4,61.1,1.12,8.93,0.85,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,15:00,04-Aug-2021,16:00,55.5,23.5,30.88,971.23,456.05,55.05,42.75,0.0,6.02,15.33,19.57,26.65,19.05,0.75,64.35,1.0,9.57,0.83,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,16:00,04-Aug-2021,17:00,56.5,22.75,30.85,970.75,323.45,54.1,40.7,0.0,5.97,15.8,20.52,29.55,17.6,0.85,73.9,1.0,13.85,1.23,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,17:00,04-Aug-2021,18:00,58.5,25.75,29.4,970.65,35.78,59.98,36.08,0.0,7.1,17.6,22.23,29.75,19.97,0.9,69.93,1.3,19.52,1.68,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,18:00,04-Aug-2021,19:00,72.5,28.25,28.85,970.95,21.13,62.95,54.67,0.0,8.32,20.23,25.2,30.7,17.55,1.07,54.7,1.75,23.62,3.05,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,19:00,04-Aug-2021,20:00,84.75,28.0,28.0,971.55,1.67,67.95,58.8,0.0,10.25,23.6,28.67,26.57,17.73,1.23,44.0,1.57,47.15,4.05,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,20:00,04-Aug-2021,21:00,96.75,28.25,27.4,972.02,0.95,73.45,62.83,0.0,16.82,30.78,32.17,27.85,25.5,1.85,24.62,2.88,34.2,5.72,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,21:00,04-Aug-2021,22:00,124.0,39.0,26.73,972.65,1.0,80.15,80.83,0.0,39.55,43.33,20.82,28.65,24.3,2.25,27.32,3.4,41.53,6.28,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,22:00,04-Aug-2021,23:00,160.75,48.25,26.52,972.62,0.85,83.7,114.92,0.0,58.08,60.42,24.55,28.92,26.15,2.57,27.52,3.85,34.52,7.5,,
"Ashok Vihar, Delhi - DPCC",04-Aug-2021,23:00,05-Aug-2021,00:00,212.5,70.25,26.48,972.93,0.97,85.97,58.6,0.0,60.52,64.6,28.62,28.57,27.25,2.67,17.1,3.38,29.1,7.65,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,00:00,05-Aug-2021,01:00,218.5,82.5,26.32,972.67,0.83,87.2,93.75,0.0,58.7,65.25,32.73,28.38,22.98,2.4,10.2,3.22,25.12,6.47,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,01:00,05-Aug-2021,02:00,192.0,88.5,26.5,972.5,1.15,86.53,44.23,0.0,58.77,66.83,35.52,29.7,18.67,0.5,,3.52,22.38,5.4,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,02:00,05-Aug-2021,03:00,164.0,74.25,26.7,972.25,1.15,84.55,27.42,0.0,43.4,55.6,38.1,35.6,20.9,,26.2,2.12,18.43,2.97,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,03:00,05-Aug-2021,04:00,113.75,44.25,26.5,972.08,1.2,86.65,34.17,0.0,41.15,51.88,34.38,30.27,23.25,,20.23,1.98,16.52,2.3,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,04:00,05-Aug-2021,05:00,107.75,44.5,26.4,972.17,1.05,88.12,36.1,0.0,38.23,48.8,33.2,29.38,25.4,,15.42,2.05,14.5,2.17,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,05:00,05-Aug-2021,06:00,112.0,52.0,26.27,972.3,2.23,89.58,44.75,0.0,40.25,48.9,30.2,28.18,25.95,,29.68,2.6,13.07,2.3,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,06:00,05-Aug-2021,07:00,116.5,52.0,26.8,972.65,41.83,85.83,51.23,0.0,40.03,48.28,29.35,27.12,29.7,,129.55,2.18,15.97,2.32,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,07:00,05-Aug-2021,08:00,104.67,49.67,27.5,973.12,62.45,79.45,84.47,0.0,39.57,48.7,30.85,26.5,30.47,0.47,23.48,1.75,14.65,1.9,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,08:00,05-Aug-2021,09:00,88.25,45.0,27.95,973.38,144.68,76.5,85.05,0.0,32.88,43.75,31.88,26.75,20.12,0.6,7.2,1.25,11.0,1.45,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,09:00,05-Aug-2021,10:00,82.25,44.0,29.85,973.48,358.23,64.3,86.1,0.0,31.43,41.5,29.88,29.0,14.43,0.62,15.47,1.18,9.95,1.35,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,10:00,05-Aug-2021,11:00,82.0,40.25,29.65,973.6,348.35,63.2,50.02,0.0,25.52,35.82,28.2,29.45,16.27,0.47,56.2,1.1,9.55,1.25,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,11:00,05-Aug-2021,12:00,94.5,36.25,28.82,973.65,517.33,66.38,27.25,0.0,18.23,28.3,25.27,26.98,17.82,0.1,47.35,1.4,10.9,1.5,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,12:00,05-Aug-2021,13:00,99.5,25.5,28.95,973.37,676.85,65.33,33.42,0.0,12.7,22.07,22.02,29.18,19.3,0.1,33.75,0.92,8.18,1.02,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,13:00,05-Aug-2021,14:00,56.5,11.75,29.62,972.83,550.75,62.5,28.97,0.0,9.75,19.25,21.3,30.32,18.87,0.35,42.92,0.88,7.4,0.97,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,14:00,05-Aug-2021,15:00,57.25,21.0,30.73,971.9,629.98,57.4,41.83,0.0,7.9,17.58,20.9,29.75,22.1,0.3,53.05,0.82,9.1,0.78,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,15:00,05-Aug-2021,16:00,57.75,25.75,30.85,970.83,505.42,56.05,31.18,0.0,6.18,15.83,20.25,26.8,22.45,0.5,67.4,0.7,6.35,0.6,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,16:00,05-Aug-2021,17:00,65.25,29.25,30.6,971.3,342.9,56.05,31.12,0.0,6.67,16.35,20.55,28.45,15.05,0.73,58.08,0.82,5.88,0.83,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,17:00,05-Aug-2021,18:00,61.5,23.75,29.9,971.32,170.53,58.07,26.93,0.0,6.82,16.58,20.77,28.47,13.97,0.67,55.07,0.82,7.42,0.78,,
"Ashok Vihar, Delhi - DPCC",05-Aug-2021,18:00,05-Aug-2021,19:00,58.75,21.75,29.1,971.3,38.17,61.45,29.65,0.0,8.07,18.27,21.93,29.23,14.82,0.73,58.0,0.65,7.93,1.23,,
