AQ_104_Aug21_July22
Station Name,From,FT,To,TT,"PM10  (ug/m3)","PM2.5 (ug/m3)","AT ()","BP (mmHg)","SR (W/mt2)","RH (%)","WD (degree)","RF (mm)","NO (ug/m3)","NOx (ppb)","NO2 (ug/m3)","NH3 (ug/m3)","SO2 (ug/m3)","CO (mg/m3)","Ozone (ug/m3)","Benzene ()","Toluene ()","Xylene ()","MP-Xylene ()","Eth-Xylene ()"
"Burari Crossing, Delhi - IMD",07-Nov-2021,01:00,07-Nov-2021,02:00,511.2,323.87,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,02:00,07-Nov-2021,03:00,448.85,362.44,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,03:00,07-Nov-2021,04:00,480.57,362.14,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,04:00,07-Nov-2021,05:00,500.89,318.48,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,05:00,07-Nov-2021,06:00,503.03,334.52,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,06:00,07-Nov-2021,07:00,509.86,402.59,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,07:00,07-Nov-2021,08:00,460.51,262.9,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,08:00,07-Nov-2021,09:00,431.83,249.67,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,09:00,07-Nov-2021,10:00,503.19,281.58,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,10:00,07-Nov-2021,11:00,459.13,247.16,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,11:00,07-Nov-2021,12:00,380.28,208.63,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,12:00,07-Nov-2021,13:00,293.53,120.96,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,13:00,07-Nov-2021,14:00,224.98,129.9,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,14:00,07-Nov-2021,15:00,192.67,97.09,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,15:00,07-Nov-2021,16:00,165.34,62.24,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,16:00,07-Nov-2021,17:00,187.91,64.55,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,17:00,07-Nov-2021,18:00,242.62,97.87,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,18:00,07-Nov-2021,19:00,223.28,91.7,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,19:00,07-Nov-2021,20:00,281.23,138.37,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,20:00,07-Nov-2021,21:00,327.65,178.36,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,21:00,07-Nov-2021,22:00,342.89,190.54,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,22:00,07-Nov-2021,23:00,321.77,145.52,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",07-Nov-2021,23:00,08-Nov-2021,00:00,348.73,152.62,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,00:00,08-Nov-2021,01:00,359.03,171.14,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,01:00,08-Nov-2021,02:00,301.45,155.78,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,02:00,08-Nov-2021,03:00,375.47,149.38,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,03:00,08-Nov-2021,04:00,405.23,282.53,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,04:00,08-Nov-2021,05:00,444.7,282.46,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,05:00,08-Nov-2021,06:00,435.99,248.7,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,06:00,08-Nov-2021,07:00,448.87,249.86,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,07:00,08-Nov-2021,08:00,538.72,293.12,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,08:00,08-Nov-2021,09:00,505.75,296.34,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,09:00,08-Nov-2021,10:00,508.42,256.22,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,10:00,08-Nov-2021,11:00,425.49,194.98,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,11:00,08-Nov-2021,12:00,424.92,224.05,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,12:00,08-Nov-2021,13:00,330.14,163.08,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,13:00,08-Nov-2021,14:00,277.74,132.51,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,14:00,08-Nov-2021,15:00,282.13,131.12,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,15:00,08-Nov-2021,16:00,226.09,116.13,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,16:00,08-Nov-2021,17:00,242.67,116.6,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,17:00,08-Nov-2021,18:00,292.99,111.01,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,18:00,08-Nov-2021,19:00,237.27,102.05,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,19:00,08-Nov-2021,20:00,315.49,140.82,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,20:00,08-Nov-2021,21:00,371.63,64.88,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,21:00,08-Nov-2021,22:00,421.39,284.13,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,22:00,08-Nov-2021,23:00,322.78,253.64,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",08-Nov-2021,23:00,09-Nov-2021,00:00,321.5,199.55,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,00:00,09-Nov-2021,01:00,335.79,133.14,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,01:00,09-Nov-2021,02:00,368.8,193.21,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,02:00,09-Nov-2021,03:00,405.69,184.34,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,03:00,09-Nov-2021,04:00,364.15,260.04,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,04:00,09-Nov-2021,05:00,378.45,229.51,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,05:00,09-Nov-2021,06:00,480.32,282.6,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,06:00,09-Nov-2021,07:00,429.06,185.79,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,07:00,09-Nov-2021,08:00,471.08,268.84,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,08:00,09-Nov-2021,09:00,448.77,209.64,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,09:00,09-Nov-2021,10:00,506.95,94.08,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,10:00,09-Nov-2021,11:00,519.05,337.26,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,11:00,09-Nov-2021,12:00,510.5,273.3,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,12:00,09-Nov-2021,13:00,386.97,218.25,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,13:00,09-Nov-2021,14:00,344.16,148.33,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,14:00,09-Nov-2021,15:00,313.33,155.46,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,15:00,09-Nov-2021,16:00,265.23,87.06,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,16:00,09-Nov-2021,17:00,249.38,71.86,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,17:00,09-Nov-2021,18:00,265.41,84.28,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,18:00,09-Nov-2021,19:00,263.98,63.58,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,19:00,09-Nov-2021,20:00,264.24,51.34,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,20:00,09-Nov-2021,21:00,340.62,115.92,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,21:00,09-Nov-2021,22:00,376.08,150.67,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,22:00,09-Nov-2021,23:00,386.76,179.38,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",09-Nov-2021,23:00,10-Nov-2021,00:00,377.04,142.87,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,00:00,10-Nov-2021,01:00,403.48,240.38,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,01:00,10-Nov-2021,02:00,318.64,179.9,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,02:00,10-Nov-2021,03:00,275.74,147.36,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,03:00,10-Nov-2021,04:00,234.45,37.27,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,04:00,10-Nov-2021,05:00,231.39,91.34,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,05:00,10-Nov-2021,06:00,264.06,413.82,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,06:00,10-Nov-2021,07:00,299.49,234.75,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,07:00,10-Nov-2021,08:00,311.71,262.02,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,08:00,10-Nov-2021,09:00,351.03,231.33,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,09:00,10-Nov-2021,10:00,423.12,221.77,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,10:00,10-Nov-2021,11:00,550.57,333.61,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,11:00,10-Nov-2021,12:00,567.82,285.13,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,12:00,10-Nov-2021,13:00,402.35,191.4,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,13:00,10-Nov-2021,14:00,302.36,255.84,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,14:00,10-Nov-2021,15:00,258.87,108.32,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,15:00,10-Nov-2021,16:00,229.37,94.73,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,16:00,10-Nov-2021,17:00,216.3,125.31,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,17:00,10-Nov-2021,18:00,280.11,120.64,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,18:00,10-Nov-2021,19:00,221.47,56.93,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,19:00,10-Nov-2021,20:00,258.8,127.05,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,20:00,10-Nov-2021,21:00,353.48,92.36,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,21:00,10-Nov-2021,22:00,348.63,174.09,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,22:00,10-Nov-2021,23:00,333.01,147.88,,,,,,,,0.0,,,,0.0,,,,,,
"Burari Crossing, Delhi - IMD",10-Nov-2021,23:00,11-Nov-2021,00:00,364.67,148.23,,,,,,,,0.0,,,,0.0,,,,,,
