AQ_108_Aug21_July22
Station Name,From,FT,To,TT,"PM10 (ug/m3)","PM2.5(ug/m3)","AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"Aya Nagar, Delhi - IMD",01-Aug-2021,00:00,01-Aug-2021,01:00,104.0,19.26,,,,,,,23.8,25.29,1.63,,,4.18,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,01:00,01-Aug-2021,02:00,126.29,47.53,,,,,,,20.23,22.86,2.76,,,3.77,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,02:00,01-Aug-2021,03:00,128.07,25.13,,,,,,,16.87,20.47,3.59,,,3.74,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,03:00,01-Aug-2021,04:00,90.67,33.24,,,,,,,12.2,17.5,5.3,,,2.78,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,04:00,01-Aug-2021,05:00,71.82,34.54,,,,,,,8.63,14.98,6.36,,,2.49,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,05:00,01-Aug-2021,06:00,67.32,19.27,,,,,,,6.79,12.95,6.16,,,2.37,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,06:00,01-Aug-2021,07:00,67.84,30.32,,,,,,,6.24,11.97,5.73,,,2.24,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,07:00,01-Aug-2021,08:00,67.06,38.44,,,,,,,,436.17,,,,2.95,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,08:00,01-Aug-2021,09:00,31.36,19.21,,,,,,,52.32,47.22,4.7,,,2.43,49.56,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,09:00,01-Aug-2021,10:00,28.18,44.02,,,,,,,6.25,11.92,5.66,,,2.19,157.34,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,10:00,01-Aug-2021,11:00,29.07,29.43,,,,,,,5.98,12.19,6.2,,,2.21,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,11:00,01-Aug-2021,12:00,14.01,19.01,,,,,,,6.61,13.26,6.65,,,2.3,175.02,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,12:00,01-Aug-2021,13:00,23.88,39.17,,,,,,,7.34,14.09,6.75,,,2.32,89.99,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,13:00,01-Aug-2021,14:00,34.81,34.09,,,,,,,5.74,12.46,6.73,,,2.18,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,14:00,01-Aug-2021,15:00,28.94,30.03,,,,,,,5.72,13.02,7.31,,,2.14,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,15:00,01-Aug-2021,16:00,39.06,40.96,,,,,,,5.51,11.02,5.51,,,2.05,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,16:00,01-Aug-2021,17:00,17.5,18.52,,,,,,,5.25,11.21,5.96,,,2.11,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,17:00,01-Aug-2021,18:00,78.15,58.39,,,,,,,5.18,11.96,6.78,,,2.2,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,18:00,01-Aug-2021,19:00,66.13,36.58,,,,,,,5.21,11.46,6.25,,,2.24,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,19:00,01-Aug-2021,20:00,41.0,10.7,,,,,,,5.09,12.03,6.94,,,2.28,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,20:00,01-Aug-2021,21:00,51.17,24.87,,,,,,,5.33,14.58,9.25,,,2.38,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,21:00,01-Aug-2021,22:00,48.69,23.99,,,,,,,6.61,12.95,6.34,,,3.24,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,22:00,01-Aug-2021,23:00,66.67,26.48,,,,,,,7.15,13.31,6.16,,,3.42,,,,,,
"Aya Nagar, Delhi - IMD",01-Aug-2021,23:00,02-Aug-2021,00:00,100.23,46.38,,,,,,,6.0,11.84,5.84,,,3.46,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,00:00,02-Aug-2021,01:00,80.08,31.89,,,,,,,5.39,11.13,5.74,,,3.42,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,01:00,02-Aug-2021,02:00,69.26,41.51,,,,,,,5.8,11.5,5.71,,,3.55,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,02:00,02-Aug-2021,03:00,99.03,46.62,,,,,,,9.43,14.91,5.49,,,4.08,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,03:00,02-Aug-2021,04:00,78.22,37.49,,,,,,,14.92,19.73,4.8,,,4.24,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,04:00,02-Aug-2021,05:00,82.03,50.11,,,,,,,11.53,18.39,6.86,,,4.13,108.73,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,05:00,02-Aug-2021,06:00,87.83,42.35,,,,,,,6.22,17.24,11.02,,,3.69,76.72,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,06:00,02-Aug-2021,07:00,68.62,38.15,,,,,,,7.27,17.43,10.16,,,3.55,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,07:00,02-Aug-2021,08:00,89.98,49.65,,,,,,,7.13,16.58,9.44,,,3.49,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,08:00,02-Aug-2021,09:00,67.12,32.14,,,,,,,6.68,16.19,9.51,,,3.05,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,09:00,02-Aug-2021,10:00,50.89,33.83,,,,,,,6.4,15.58,9.18,,,2.89,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,10:00,02-Aug-2021,11:00,37.92,20.55,,,,,,,6.03,15.37,9.35,,,2.64,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,11:00,02-Aug-2021,12:00,14.91,10.77,,,,,,,5.95,16.3,10.34,,,2.46,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,12:00,02-Aug-2021,13:00,45.68,36.77,,,,,,,5.58,16.33,10.75,,,2.45,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,13:00,02-Aug-2021,14:00,74.87,47.1,,,,,,,5.26,15.02,9.76,,,2.55,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,14:00,02-Aug-2021,15:00,50.75,41.16,,,,,,,5.28,15.23,9.95,,,2.28,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,15:00,02-Aug-2021,16:00,60.06,45.65,,,,,,,5.32,13.33,8.01,,,2.22,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,16:00,02-Aug-2021,17:00,26.03,15.34,,,,,,,5.38,12.58,7.2,,,2.26,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,17:00,02-Aug-2021,18:00,38.7,28.45,,,,,,,5.45,12.55,7.1,,,2.32,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,18:00,02-Aug-2021,19:00,57.58,24.35,,,,,,,5.6,13.05,7.45,,,2.8,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,19:00,02-Aug-2021,20:00,44.41,19.64,,,,,,,5.17,12.92,7.75,,,2.57,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,20:00,02-Aug-2021,21:00,34.88,17.73,,,,,,,5.27,13.04,7.77,,,2.48,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,21:00,02-Aug-2021,22:00,34.29,7.87,,,,,,,5.86,13.49,7.63,,,2.74,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,22:00,02-Aug-2021,23:00,55.1,23.03,,,,,,,11.1,18.48,7.37,,,3.25,,,,,,
"Aya Nagar, Delhi - IMD",02-Aug-2021,23:00,03-Aug-2021,00:00,76.07,33.81,,,,,,,10.11,16.94,6.84,,,3.1,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,00:00,03-Aug-2021,01:00,51.66,18.21,,,,,,,9.18,16.34,7.16,,,2.86,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,01:00,03-Aug-2021,02:00,61.99,31.28,,,,,,,7.63,14.69,7.06,,,2.66,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,02:00,03-Aug-2021,03:00,72.44,23.68,,,,,,,6.32,13.33,7.01,,,2.55,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,03:00,03-Aug-2021,04:00,57.98,27.9,,,,,,,6.77,13.73,6.96,,,2.43,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,04:00,03-Aug-2021,05:00,66.08,31.48,,,,,,,6.14,12.69,6.55,,,2.3,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,05:00,03-Aug-2021,06:00,70.35,19.11,,,,,,,5.26,11.45,6.18,,,2.18,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,06:00,03-Aug-2021,07:00,52.69,27.55,,,,,,,5.82,11.45,5.63,,,2.19,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,07:00,03-Aug-2021,08:00,60.91,30.21,,,,,,,6.27,11.82,5.55,,,2.25,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,08:00,03-Aug-2021,09:00,29.6,14.32,,,,,,,5.58,11.21,5.64,,,2.08,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,09:00,03-Aug-2021,10:00,39.01,31.9,,,,,,,5.57,11.14,5.57,,,2.07,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,10:00,03-Aug-2021,11:00,41.04,22.41,,,,,,,5.27,10.83,5.56,,,2.0,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,11:00,03-Aug-2021,12:00,45.98,26.71,,,,,,,5.33,11.09,5.76,,,1.98,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,12:00,03-Aug-2021,13:00,31.94,14.41,,,,,,,5.26,10.95,5.7,,,1.91,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,13:00,03-Aug-2021,14:00,31.84,13.99,,,,,,,5.21,10.67,5.45,,,1.89,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,14:00,03-Aug-2021,15:00,32.96,14.29,,,,,,,5.37,10.96,5.58,,,1.85,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,15:00,03-Aug-2021,16:00,23.37,20.39,,,,,,,5.37,11.39,6.02,,,1.81,75.19,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,16:00,03-Aug-2021,17:00,38.1,25.0,,,,,,,5.29,11.37,6.09,,,1.81,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,17:00,03-Aug-2021,18:00,28.97,9.08,,,,,,,5.25,11.26,6.01,,,1.85,97.48,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,18:00,03-Aug-2021,19:00,40.94,14.39,,,,,,,31.48,31.37,5.99,,,1.97,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,19:00,03-Aug-2021,20:00,16.56,10.59,,,,,,,7.24,14.26,7.01,,,2.19,,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,20:00,03-Aug-2021,21:00,45.01,17.45,,,,,,,5.9,15.0,9.1,,,2.33,78.39,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,21:00,03-Aug-2021,22:00,43.93,10.3,,,,,,,5.79,14.02,8.23,,,2.48,21.8,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,22:00,03-Aug-2021,23:00,51.56,8.66,,,,,,,5.87,14.4,8.53,,,2.53,66.7,,,,,
"Aya Nagar, Delhi - IMD",03-Aug-2021,23:00,04-Aug-2021,00:00,60.1,22.23,,,,,,,6.15,13.85,7.7,,,2.48,5.76,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,00:00,04-Aug-2021,01:00,47.39,7.09,,,,,,,5.7,13.37,7.66,,,2.33,162.37,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,01:00,04-Aug-2021,02:00,41.84,15.64,,,,,,,5.58,12.98,7.39,,,2.14,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,02:00,04-Aug-2021,03:00,37.49,13.14,,,,,,,5.39,11.81,6.42,,,2.06,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,03:00,04-Aug-2021,04:00,25.21,6.84,,,,,,,5.29,12.05,6.75,,,2.0,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,04:00,04-Aug-2021,05:00,29.07,14.48,,,,,,,5.38,11.92,6.54,,,1.95,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,05:00,04-Aug-2021,06:00,17.78,11.65,,,,,,,5.28,11.64,6.36,,,1.92,40.89,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,06:00,04-Aug-2021,07:00,20.68,3.18,,,,,,,5.6,12.18,6.57,,,1.91,48.78,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,07:00,04-Aug-2021,08:00,22.36,11.61,,,,,,,5.66,12.1,6.44,,,1.91,20.24,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,08:00,04-Aug-2021,09:00,15.22,7.8,,,,,,,5.88,12.05,6.18,,,1.93,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,09:00,04-Aug-2021,10:00,24.19,16.92,,,,,,,5.75,12.33,6.58,,,1.93,13.24,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,10:00,04-Aug-2021,11:00,38.46,25.82,,,,,,,5.63,12.34,6.7,,,1.97,37.41,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,11:00,04-Aug-2021,12:00,41.38,24.98,,,,,,,5.56,12.0,6.43,,,1.93,42.24,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,12:00,04-Aug-2021,13:00,32.61,19.6,,,,,,,5.51,11.73,6.22,,,1.91,66.19,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,13:00,04-Aug-2021,14:00,38.13,17.12,,,,,,,5.4,11.77,6.37,,,1.9,77.92,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,14:00,04-Aug-2021,15:00,39.78,26.8,,,,,,,5.4,11.46,6.06,,,1.87,36.5,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,15:00,04-Aug-2021,16:00,34.17,32.72,,,,,,,5.57,12.08,6.51,,,1.88,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,16:00,04-Aug-2021,17:00,43.77,22.44,,,,,,,5.45,11.72,6.27,,,1.89,7.31,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,17:00,04-Aug-2021,18:00,49.61,35.24,,,,,,,5.46,12.04,6.58,,,1.93,49.03,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,18:00,04-Aug-2021,19:00,54.12,28.15,,,,,,,5.69,13.25,7.57,,,2.25,36.71,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,19:00,04-Aug-2021,20:00,60.83,9.25,,,,,,,5.75,13.02,7.27,,,2.36,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,20:00,04-Aug-2021,21:00,56.47,21.91,,,,,,,5.92,13.56,7.65,,,2.49,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,21:00,04-Aug-2021,22:00,57.36,11.41,,,,,,,7.32,14.15,6.83,,,2.74,18.88,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,22:00,04-Aug-2021,23:00,53.51,16.41,,,,,,,6.46,14.09,7.63,,,2.6,,,,,,
"Aya Nagar, Delhi - IMD",04-Aug-2021,23:00,05-Aug-2021,00:00,83.26,31.89,,,,,,,8.12,15.1,6.98,,,2.72,,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,00:00,05-Aug-2021,01:00,78.17,19.44,,,,,,,8.19,14.57,6.38,,,2.69,,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,01:00,05-Aug-2021,02:00,78.54,35.05,,,,,,,7.4,14.32,6.92,,,2.67,72.51,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,02:00,05-Aug-2021,03:00,69.56,27.02,,,,,,,6.29,13.76,7.47,,,2.72,3.14,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,03:00,05-Aug-2021,04:00,54.76,18.62,,,,,,,12.52,18.68,6.18,,,3.06,4.7,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,04:00,05-Aug-2021,05:00,79.9,38.45,,,,,,,16.01,21.36,5.34,,,3.01,4.29,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,05:00,05-Aug-2021,06:00,78.43,22.29,,,,,,,8.17,15.21,7.04,,,2.63,7.25,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,06:00,05-Aug-2021,07:00,61.06,24.3,,,,,,,8.22,14.81,6.59,,,2.55,6.85,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,07:00,05-Aug-2021,08:00,72.55,41.78,,,,,,,6.29,12.88,6.59,,,2.41,7.6,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,08:00,05-Aug-2021,09:00,48.04,27.57,,,,,,,5.77,12.36,6.59,,,2.3,9.77,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,09:00,05-Aug-2021,10:00,51.2,32.67,,,,,,,5.68,12.26,6.58,,,2.19,7.99,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,10:00,05-Aug-2021,11:00,55.33,31.65,,,,,,,5.54,12.22,6.68,,,2.18,9.89,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,11:00,05-Aug-2021,12:00,46.34,23.52,,,,,,,5.46,12.05,6.59,,,2.09,12.26,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,12:00,05-Aug-2021,13:00,61.65,32.45,,,,,,,5.42,12.05,6.63,,,2.03,9.26,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,13:00,05-Aug-2021,14:00,74.56,40.08,,,,,,,5.25,11.9,6.65,,,2.08,14.48,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,14:00,05-Aug-2021,15:00,55.94,28.46,,,,,,,5.31,12.19,6.88,,,2.02,13.66,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,15:00,05-Aug-2021,16:00,59.91,41.22,,,,,,,5.27,11.84,6.57,,,2.04,12.19,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,16:00,05-Aug-2021,17:00,55.41,29.51,,,,,,,5.22,11.51,6.29,,,1.98,18.11,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,17:00,05-Aug-2021,18:00,75.63,45.83,,,,,,,5.21,11.62,6.4,,,1.98,17.76,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,18:00,05-Aug-2021,19:00,83.5,34.5,,,,,,,5.25,11.54,6.28,,,2.06,14.9,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,19:00,05-Aug-2021,20:00,72.2,15.33,,,,,,,5.21,11.8,6.59,,,2.14,13.16,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,20:00,05-Aug-2021,21:00,85.56,26.66,,,,,,,5.37,12.12,6.75,,,2.34,8.57,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,21:00,05-Aug-2021,22:00,76.86,12.86,,,,,,,5.29,12.48,7.2,,,2.45,8.9,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,22:00,05-Aug-2021,23:00,47.16,11.49,,,,,,,5.53,12.29,6.76,,,2.4,7.07,,,,,
"Aya Nagar, Delhi - IMD",05-Aug-2021,23:00,06-Aug-2021,00:00,54.77,19.69,,,,,,,5.55,12.29,6.74,,,2.41,7.57,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,00:00,06-Aug-2021,01:00,45.76,8.73,,,,,,,5.56,12.21,6.66,,,2.42,10.24,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,01:00,06-Aug-2021,02:00,61.0,21.76,,,,,,,5.72,12.25,6.52,,,2.4,7.98,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,02:00,06-Aug-2021,03:00,46.7,20.27,,,,,,,198.85,198.44,,,,2.92,28.12,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,03:00,06-Aug-2021,04:00,44.08,34.39,,,,,,,15.76,20.82,5.48,,,2.7,5.49,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,04:00,06-Aug-2021,05:00,85.01,66.25,,,,,,,15.56,22.83,7.26,,,2.72,8.14,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,05:00,06-Aug-2021,06:00,92.69,47.99,,,,,,,14.17,20.74,6.57,,,2.69,12.05,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,06:00,06-Aug-2021,07:00,78.71,40.34,,,,,,,10.12,17.23,7.11,,,2.6,12.63,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,07:00,06-Aug-2021,08:00,98.74,59.61,,,,,,,8.8,15.85,7.05,,,2.71,9.07,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,08:00,06-Aug-2021,09:00,84.55,44.72,,,,,,,6.95,13.76,6.81,,,2.67,9.43,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,09:00,06-Aug-2021,10:00,93.86,50.36,,,,,,,6.35,13.14,6.8,,,2.66,9.55,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,10:00,06-Aug-2021,11:00,63.16,34.11,,,,,,,65.17,71.81,5.05,,,2.43,22.03,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,11:00,06-Aug-2021,12:00,46.12,50.35,,,,,,,5.94,12.07,6.12,,,2.24,44.71,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,12:00,06-Aug-2021,13:00,89.02,78.87,,,,,,,5.43,12.42,6.99,,,2.27,12.97,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,13:00,06-Aug-2021,14:00,87.44,74.92,,,,,,,5.11,12.03,6.92,,,2.32,10.17,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,14:00,06-Aug-2021,15:00,42.35,34.78,,,,,,,71.74,81.01,6.79,,,2.64,22.75,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,15:00,06-Aug-2021,16:00,129.47,118.81,,,,,,,6.04,14.23,8.18,,,2.49,19.02,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,16:00,06-Aug-2021,17:00,134.31,112.37,,,,,,,5.54,12.62,7.07,,,2.27,11.4,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,17:00,06-Aug-2021,18:00,102.82,60.59,,,,,,,5.18,11.89,6.71,,,2.3,18.28,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,18:00,06-Aug-2021,19:00,104.37,58.16,,,,,,,5.33,12.75,7.42,,,2.33,17.79,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,19:00,06-Aug-2021,20:00,56.57,34.8,,,,,,,116.83,121.8,4.15,,,2.37,27.26,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,20:00,06-Aug-2021,21:00,34.13,33.74,,,,,,,6.94,13.91,6.96,,,2.35,2.02,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,21:00,06-Aug-2021,22:00,56.23,41.69,,,,,,,8.56,15.86,7.3,,,2.84,1.38,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,22:00,06-Aug-2021,23:00,58.88,18.21,,,,,,,8.72,16.36,7.65,,,2.98,50.53,,,,,
"Aya Nagar, Delhi - IMD",06-Aug-2021,23:00,07-Aug-2021,00:00,70.62,22.61,,,,,,,10.35,16.66,6.31,,,2.97,45.22,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,00:00,07-Aug-2021,01:00,70.99,26.47,,,,,,,10.67,16.38,5.71,,,2.86,12.73,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,01:00,07-Aug-2021,02:00,66.91,19.69,,,,,,,17.89,23.12,5.25,,,2.78,19.48,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,02:00,07-Aug-2021,03:00,78.57,37.8,,,,,,,15.24,20.35,5.09,,,2.68,,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,03:00,07-Aug-2021,04:00,71.09,28.83,,,,,,,14.72,19.11,4.41,,,2.73,137.95,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,04:00,07-Aug-2021,05:00,75.07,23.42,,,,,,,14.43,18.5,4.06,,,2.67,111.14,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,05:00,07-Aug-2021,06:00,63.35,35.43,,,,,,,15.23,19.03,3.79,,,2.63,114.29,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,06:00,07-Aug-2021,07:00,70.52,23.18,,,,,,,13.56,17.3,3.74,,,2.72,115.42,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,07:00,07-Aug-2021,08:00,93.42,48.9,,,,,,,7.78,13.22,5.43,,,2.65,124.52,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,08:00,07-Aug-2021,09:00,90.49,51.73,,,,,,,6.11,11.46,5.35,,,2.52,128.6,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,09:00,07-Aug-2021,10:00,60.75,33.24,,,,,,,5.49,11.0,5.51,,,2.37,132.34,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,10:00,07-Aug-2021,11:00,46.46,36.52,,,,,,,5.4,11.03,5.63,,,2.14,132.53,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,11:00,07-Aug-2021,12:00,71.34,49.87,,,,,,,5.45,11.39,5.94,,,2.17,120.69,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,12:00,07-Aug-2021,13:00,30.54,12.55,,,,,,,5.78,11.94,6.16,,,2.16,151.3,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,13:00,07-Aug-2021,14:00,35.93,31.63,,,,,,,5.27,11.47,6.2,,,2.08,112.64,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,14:00,07-Aug-2021,15:00,44.54,23.95,,,,,,,5.07,11.74,6.67,,,2.15,113.1,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,15:00,07-Aug-2021,16:00,48.95,27.64,,,,,,,5.32,12.25,6.93,,,2.16,102.52,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,16:00,07-Aug-2021,17:00,62.52,22.86,,,,,,,5.47,13.17,7.7,,,2.34,87.31,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,17:00,07-Aug-2021,18:00,68.67,22.36,,,,,,,5.26,13.23,7.98,,,2.39,96.6,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,18:00,07-Aug-2021,19:00,77.96,36.8,,,,,,,5.39,13.63,8.25,,,2.55,41.9,,,,,
"Aya Nagar, Delhi - IMD",07-Aug-2021,19:00,07-Aug-2021,20:00,82.02,33.69,,,,,,,5.18,12.35,7.17,,,2.52,153.28,,,,,
