AQ_108_Aug21_July22
Station Name,From,FT,To,TT,"PM10 (ug/m3)","PM2.5(ug/m3)","AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"Aya Nagar, Delhi - IMD",25-Nov-2021,00:00,25-Nov-2021,01:00,358.81,210.25,,,,,,,6.03,43.08,37.05,,,0.0,22.13,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,01:00,25-Nov-2021,02:00,355.63,199.85,,,,,,,3.86,33.99,30.13,,,0.0,22.73,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,02:00,25-Nov-2021,03:00,364.7,211.27,,,,,,,4.2,33.13,28.93,,,0.0,22.74,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,03:00,25-Nov-2021,04:00,345.6,216.53,,,,,,,4.36,31.69,27.33,,,0.0,21.73,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,04:00,25-Nov-2021,05:00,310.48,177.81,,,,,,,3.43,27.33,23.9,,,0.0,21.58,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,05:00,25-Nov-2021,06:00,298.76,164.94,,,,,,,3.42,27.08,23.66,,,0.0,23.97,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,06:00,25-Nov-2021,07:00,313.19,175.51,,,,,,,3.54,29.1,25.56,,,0.0,23.22,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,07:00,25-Nov-2021,08:00,329.96,192.1,,,,,,,7.91,34.99,27.06,,,0.0,23.01,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,08:00,25-Nov-2021,09:00,332.1,208.03,,,,,,,6.43,36.23,29.81,,,0.0,22.74,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,09:00,25-Nov-2021,10:00,359.53,203.51,,,,,,,4.75,32.93,28.2,,,0.0,25.12,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,10:00,25-Nov-2021,11:00,285.81,166.1,,,,,,,3.81,25.79,22.0,,,0.0,30.3,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,11:00,25-Nov-2021,12:00,217.07,132.42,,,,,,,3.6,22.79,19.19,,,0.0,34.1,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,12:00,25-Nov-2021,13:00,229.91,142.39,,,,,,,3.51,22.19,18.67,,,0.0,36.0,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,13:00,25-Nov-2021,14:00,196.34,127.35,,,,,,,78.74,75.74,13.93,,,0.0,35.87,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,14:00,25-Nov-2021,15:00,198.84,120.19,,,,,,,3.73,20.97,17.25,,,0.0,35.36,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,15:00,25-Nov-2021,16:00,176.85,112.34,,,,,,,3.27,21.06,17.78,,,0.0,35.64,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,16:00,25-Nov-2021,17:00,150.91,93.83,,,,,,,3.27,19.95,16.68,,,0.0,32.64,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,17:00,25-Nov-2021,18:00,136.78,45.35,,,,,,,77.99,97.74,30.21,,,0.0,25.28,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,18:00,25-Nov-2021,19:00,275.88,147.93,,,,,,,6.6,62.51,55.9,,,0.0,22.13,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,19:00,25-Nov-2021,20:00,301.54,166.82,,,,,,,46.46,103.22,56.66,,,0.0,20.15,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,20:00,25-Nov-2021,21:00,314.28,175.15,,,,,,,58.92,104.2,45.37,,,0.0,22.39,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,21:00,25-Nov-2021,22:00,348.54,193.95,,,,,,,24.93,71.28,46.35,,,0.0,21.27,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,22:00,25-Nov-2021,23:00,345.34,186.47,,,,,,,29.14,72.2,43.07,,,0.0,21.61,,,,,
"Aya Nagar, Delhi - IMD",25-Nov-2021,23:00,26-Nov-2021,00:00,353.61,204.26,,,,,,,10.09,51.27,41.18,,,0.0,20.08,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,00:00,26-Nov-2021,01:00,309.21,199.75,,,,,,,18.48,52.2,33.73,,,0.0,20.46,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,01:00,26-Nov-2021,02:00,269.49,167.01,,,,,,,4.17,30.92,26.75,,,0.0,21.65,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,02:00,26-Nov-2021,03:00,253.79,147.93,,,,,,,25.47,65.72,40.22,,,0.0,22.33,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,03:00,26-Nov-2021,04:00,289.08,158.18,,,,,,,53.83,93.32,39.42,,,0.0,21.62,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,04:00,26-Nov-2021,05:00,329.16,176.29,,,,,,,68.81,103.75,34.93,,,0.0,19.63,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,05:00,26-Nov-2021,06:00,310.62,172.65,,,,,,,83.9,104.7,20.87,,,0.0,20.37,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,06:00,26-Nov-2021,07:00,319.59,188.28,,,,,,,63.74,84.75,21.0,,,0.0,22.19,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,07:00,26-Nov-2021,08:00,322.31,187.09,,,,,,,86.62,98.23,11.61,,,0.0,22.42,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,08:00,26-Nov-2021,09:00,323.24,186.48,,,,,,,54.39,90.28,35.77,,,0.0,24.19,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,09:00,26-Nov-2021,10:00,412.08,220.66,,,,,,,9.07,72.7,63.75,,,0.0,26.95,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,10:00,26-Nov-2021,11:00,440.95,256.53,,,,,,,18.3,59.72,46.71,,,0.0,32.21,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,11:00,26-Nov-2021,12:00,396.92,253.04,,,,,,,5.6,76.06,70.43,,,0.0,31.08,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,12:00,26-Nov-2021,13:00,369.41,256.29,,,,,,,3.76,44.5,40.76,,,0.0,34.55,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,13:00,26-Nov-2021,14:00,320.82,215.27,,,,,,,3.7,52.75,49.11,,,0.0,40.43,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,14:00,26-Nov-2021,15:00,343.47,187.43,,,,,,,3.47,34.87,31.41,,,0.0,37.71,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,15:00,26-Nov-2021,16:00,312.65,168.12,,,,,,,3.57,34.84,31.28,,,0.0,33.94,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,16:00,26-Nov-2021,17:00,292.82,162.36,,,,,,,3.51,37.22,33.69,,,0.0,28.68,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,17:00,26-Nov-2021,18:00,315.53,170.3,,,,,,,10.98,68.67,57.67,,,0.0,22.25,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,18:00,26-Nov-2021,19:00,341.12,192.33,,,,,,,16.51,73.46,56.87,,,0.0,21.99,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,19:00,26-Nov-2021,20:00,344.02,187.8,,,,,,,14.25,68.26,54.07,,,0.0,21.23,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,20:00,26-Nov-2021,21:00,313.78,155.54,,,,,,,6.86,57.83,50.96,,,0.0,22.23,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,21:00,26-Nov-2021,22:00,300.43,156.36,,,,,,,48.44,92.55,44.07,,,0.0,21.09,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,22:00,26-Nov-2021,23:00,421.19,224.61,,,,,,,51.89,82.16,30.29,,,0.0,21.18,,,,,
"Aya Nagar, Delhi - IMD",26-Nov-2021,23:00,27-Nov-2021,00:00,390.84,246.16,,,,,,,51.51,90.21,38.67,,,0.0,21.55,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,00:00,27-Nov-2021,01:00,401.14,235.04,,,,,,,60.62,91.95,31.35,,,0.0,22.58,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,01:00,27-Nov-2021,02:00,384.55,222.34,,,,,,,74.66,98.69,23.98,,,0.0,21.1,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,02:00,27-Nov-2021,03:00,352.88,189.25,,,,,,,13.28,47.93,34.65,,,0.0,19.47,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,03:00,27-Nov-2021,04:00,296.92,196.36,,,,,,,14.83,43.19,28.37,,,0.0,21.21,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,04:00,27-Nov-2021,05:00,247.84,157.9,,,,,,,8.72,37.6,28.89,,,0.0,21.24,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,05:00,27-Nov-2021,06:00,238.94,130.34,,,,,,,9.76,34.5,24.75,,,0.0,21.6,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,06:00,27-Nov-2021,07:00,254.1,130.48,,,,,,,35.88,53.12,17.25,,,0.0,20.27,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,07:00,27-Nov-2021,08:00,222.69,118.21,,,,,,,44.46,61.49,17.07,,,0.0,20.41,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,08:00,27-Nov-2021,09:00,299.83,172.46,,,,,,,25.37,53.75,28.32,,,0.0,23.44,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,09:00,27-Nov-2021,10:00,307.24,212.27,,,,,,,5.2,36.2,31.0,,,0.0,24.47,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,10:00,27-Nov-2021,11:00,287.33,165.39,,,,,,,4.05,27.49,23.44,,,0.0,27.23,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,11:00,27-Nov-2021,12:00,227.59,129.59,,,,,,,3.61,23.68,20.07,,,0.0,27.83,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,12:00,27-Nov-2021,13:00,216.02,142.19,,,,,,,3.55,22.63,19.09,,,0.0,29.3,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,13:00,27-Nov-2021,14:00,252.92,154.07,,,,,,,3.53,24.25,20.73,,,0.0,30.03,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,14:00,27-Nov-2021,15:00,271.29,156.66,,,,,,,3.55,23.92,20.37,,,0.0,29.01,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,15:00,27-Nov-2021,16:00,240.61,145.42,,,,,,,3.5,24.54,21.04,,,0.0,28.03,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,16:00,27-Nov-2021,17:00,210.43,119.75,,,,,,,3.44,29.22,25.77,,,0.0,25.23,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,17:00,27-Nov-2021,18:00,218.15,119.86,,,,,,,3.53,38.63,35.1,,,0.0,22.86,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,18:00,27-Nov-2021,19:00,251.05,128.07,,,,,,,11.71,61.93,50.23,,,0.0,21.55,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,19:00,27-Nov-2021,20:00,297.69,170.14,,,,,,,8.31,53.77,45.45,,,0.0,22.02,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,20:00,27-Nov-2021,21:00,313.92,184.01,,,,,,,5.89,44.41,38.52,,,0.0,21.57,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,21:00,27-Nov-2021,22:00,285.92,174.45,,,,,,,4.68,40.16,35.47,,,0.0,21.34,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,22:00,27-Nov-2021,23:00,310.81,179.27,,,,,,,4.86,39.05,34.19,,,0.0,21.19,,,,,
"Aya Nagar, Delhi - IMD",27-Nov-2021,23:00,28-Nov-2021,00:00,291.95,158.27,,,,,,,4.42,32.19,27.77,,,0.0,21.36,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,00:00,28-Nov-2021,01:00,242.31,134.19,,,,,,,4.14,25.76,21.62,,,0.0,20.91,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,01:00,28-Nov-2021,02:00,258.96,164.13,,,,,,,6.54,29.54,23.02,,,0.0,19.56,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,02:00,28-Nov-2021,03:00,334.37,194.93,,,,,,,65.33,88.25,23.04,,,0.0,28.11,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,03:00,28-Nov-2021,04:00,402.17,237.1,,,,,,,128.17,137.27,9.09,,,0.0,29.03,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,04:00,28-Nov-2021,05:00,366.41,209.68,,,,,,,69.84,91.74,21.81,,,0.0,25.94,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,05:00,28-Nov-2021,06:00,349.49,185.34,,,,,,,22.51,54.11,31.56,,,0.0,22.51,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,06:00,28-Nov-2021,07:00,328.47,197.02,,,,,,,13.78,41.96,28.19,,,0.0,20.73,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,07:00,28-Nov-2021,08:00,319.25,207.81,,,,,,,11.67,40.67,28.99,,,0.0,21.58,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,08:00,28-Nov-2021,09:00,338.3,208.86,,,,,,,7.2,32.85,25.65,,,0.0,23.89,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,09:00,28-Nov-2021,10:00,372.34,194.0,,,,,,,5.08,32.75,27.67,,,0.0,23.09,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,10:00,28-Nov-2021,11:00,302.27,171.53,,,,,,,3.94,24.97,21.03,,,0.0,23.42,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,11:00,28-Nov-2021,12:00,287.0,212.85,,,,,,,3.58,23.18,19.61,,,0.0,25.35,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,12:00,28-Nov-2021,13:00,305.01,198.99,,,,,,,3.53,21.84,18.31,,,0.0,25.98,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,13:00,28-Nov-2021,14:00,279.91,176.6,,,,,,,3.54,21.0,17.46,,,0.0,26.05,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,14:00,28-Nov-2021,15:00,266.88,161.14,,,,,,,3.45,19.91,16.46,,,0.0,26.46,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,15:00,28-Nov-2021,16:00,250.71,147.75,,,,,,,3.33,19.97,16.64,,,0.0,25.91,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,16:00,28-Nov-2021,17:00,248.04,140.69,,,,,,,3.55,27.69,24.15,,,0.0,23.3,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,17:00,28-Nov-2021,18:00,272.25,139.81,,,,,,,3.71,40.84,37.13,,,0.0,21.37,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,18:00,28-Nov-2021,19:00,266.55,157.87,,,,,,,3.69,37.95,34.25,,,0.0,21.79,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,19:00,28-Nov-2021,20:00,300.04,181.87,,,,,,,3.61,30.85,27.24,,,0.0,21.45,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,20:00,28-Nov-2021,21:00,278.28,151.14,,,,,,,3.4,29.86,26.46,,,0.0,22.01,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,21:00,28-Nov-2021,22:00,287.11,163.85,,,,,,,17.34,59.03,41.75,,,0.0,21.38,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,22:00,28-Nov-2021,23:00,312.17,182.57,,,,,,,31.91,71.06,39.1,,,0.0,21.58,,,,,
"Aya Nagar, Delhi - IMD",28-Nov-2021,23:00,29-Nov-2021,00:00,322.78,172.92,,,,,,,32.01,69.76,37.81,,,0.0,22.83,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,00:00,29-Nov-2021,01:00,351.71,192.71,,,,,,,51.38,80.2,28.8,,,0.0,21.41,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,01:00,29-Nov-2021,02:00,311.03,203.06,,,,,,,10.22,43.93,33.66,,,0.0,23.37,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,02:00,29-Nov-2021,03:00,294.87,185.23,,,,,,,26.58,57.34,30.83,,,0.0,26.72,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,03:00,29-Nov-2021,04:00,378.2,206.31,,,,,,,90.86,112.01,21.25,,,0.0,26.97,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,04:00,29-Nov-2021,05:00,370.83,204.78,,,,,,,93.92,113.18,19.22,,,0.0,21.8,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,05:00,29-Nov-2021,06:00,343.53,216.89,,,,,,,114.82,120.62,5.83,,,0.0,21.15,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,06:00,29-Nov-2021,07:00,365.88,217.8,,,,,,,102.29,109.57,7.2,,,0.0,22.56,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,07:00,29-Nov-2021,08:00,365.34,217.47,,,,,,,74.85,83.78,8.92,,,0.0,22.39,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,08:00,29-Nov-2021,09:00,407.9,211.33,,,,,,,42.42,62.29,19.8,,,0.0,24.08,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,09:00,29-Nov-2021,10:00,374.44,212.25,,,,,,,7.12,37.59,30.46,,,0.0,20.89,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,10:00,29-Nov-2021,11:00,253.09,165.5,,,,,,,5.52,67.6,62.08,,,0.0,26.35,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,11:00,29-Nov-2021,12:00,307.84,175.3,,,,,,,3.98,31.33,27.34,,,0.0,27.88,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,12:00,29-Nov-2021,13:00,277.9,140.39,,,,,,,10.55,28.36,17.76,,,0.0,29.01,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,13:00,29-Nov-2021,14:00,235.66,147.81,,,,,,,3.56,19.24,15.68,,,0.0,28.37,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,14:00,29-Nov-2021,15:00,185.91,116.72,,,,,,,3.41,18.49,15.09,,,0.0,28.27,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,15:00,29-Nov-2021,16:00,165.02,98.51,,,,,,,3.32,18.15,14.83,,,0.0,27.82,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,16:00,29-Nov-2021,17:00,152.16,86.84,,,,,,,3.4,20.35,16.95,,,0.0,27.18,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,17:00,29-Nov-2021,18:00,171.22,83.39,,,,,,,3.46,24.19,20.74,,,0.0,24.04,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,18:00,29-Nov-2021,19:00,206.86,96.02,,,,,,,3.58,46.98,43.4,,,0.0,22.03,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,19:00,29-Nov-2021,20:00,248.26,114.4,,,,,,,4.12,52.6,48.48,,,0.0,21.45,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,20:00,29-Nov-2021,21:00,268.1,124.97,,,,,,,4.42,50.85,46.42,,,0.0,21.53,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,21:00,29-Nov-2021,22:00,260.46,126.57,,,,,,,4.01,47.32,43.31,,,0.0,21.69,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,22:00,29-Nov-2021,23:00,239.19,137.53,,,,,,,3.73,40.1,36.37,,,0.0,21.51,,,,,
"Aya Nagar, Delhi - IMD",29-Nov-2021,23:00,30-Nov-2021,00:00,237.55,118.16,,,,,,,3.53,35.91,32.38,,,0.0,20.58,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,00:00,30-Nov-2021,01:00,210.02,110.88,,,,,,,3.44,34.82,31.39,,,0.0,21.07,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,01:00,30-Nov-2021,02:00,199.03,114.5,,,,,,,3.52,32.33,28.81,,,0.0,22.53,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,02:00,30-Nov-2021,03:00,197.34,101.11,,,,,,,3.6,26.92,23.32,,,0.0,22.89,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,03:00,30-Nov-2021,04:00,177.38,101.84,,,,,,,3.63,27.38,23.74,,,0.0,21.79,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,04:00,30-Nov-2021,05:00,198.73,93.05,,,,,,,3.44,27.95,24.51,,,0.0,19.81,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,05:00,30-Nov-2021,06:00,203.34,110.31,,,,,,,3.41,26.48,23.07,,,0.0,21.65,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,06:00,30-Nov-2021,07:00,250.91,144.72,,,,,,,3.49,24.89,21.4,,,0.0,22.84,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,07:00,30-Nov-2021,08:00,252.86,144.77,,,,,,,4.13,27.1,22.97,,,0.0,23.24,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,08:00,30-Nov-2021,09:00,252.73,134.46,,,,,,,6.01,36.08,30.07,,,0.0,21.83,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,09:00,30-Nov-2021,10:00,272.39,143.52,,,,,,,5.46,34.19,28.72,,,0.0,23.63,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,10:00,30-Nov-2021,11:00,281.4,133.8,,,,,,,3.89,24.86,20.97,,,0.0,27.07,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,11:00,30-Nov-2021,12:00,250.75,124.71,,,,,,,3.72,22.24,18.52,,,0.0,28.73,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,12:00,30-Nov-2021,13:00,229.17,142.11,,,,,,,3.58,20.38,16.8,,,0.0,28.76,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,13:00,30-Nov-2021,14:00,219.96,139.61,,,,,,,3.47,21.13,17.66,,,0.0,28.11,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,14:00,30-Nov-2021,15:00,233.55,135.2,,,,,,,3.31,19.16,15.85,,,0.0,28.62,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,15:00,30-Nov-2021,16:00,219.49,122.47,,,,,,,3.39,20.46,17.07,,,0.0,27.82,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,16:00,30-Nov-2021,17:00,205.95,113.31,,,,,,,3.5,24.83,21.33,,,0.0,25.02,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,17:00,30-Nov-2021,18:00,217.31,112.28,,,,,,,3.59,40.09,36.5,,,0.0,21.39,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,18:00,30-Nov-2021,19:00,237.6,115.31,,,,,,,3.47,42.44,38.97,,,0.0,20.54,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,19:00,30-Nov-2021,20:00,259.18,107.6,,,,,,,10.69,51.65,40.97,,,0.0,22.96,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,20:00,30-Nov-2021,21:00,269.71,130.04,,,,,,,9.34,57.84,48.51,,,0.0,21.31,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,21:00,30-Nov-2021,22:00,282.75,151.79,,,,,,,10.31,59.25,48.95,,,0.0,21.28,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,22:00,30-Nov-2021,23:00,276.27,149.5,,,,,,,3.82,41.99,38.16,,,0.0,20.86,,,,,
"Aya Nagar, Delhi - IMD",30-Nov-2021,23:00,01-Dec-2021,00:00,266.16,135.06,,,,,,,14.8,59.07,44.21,,,0.0,21.14,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,00:00,01-Dec-2021,01:00,273.25,139.38,,,,,,,43.41,83.55,40.19,,,0.0,21.67,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,01:00,01-Dec-2021,02:00,235.76,125.72,,,,,,,4.9,45.64,40.74,,,0.0,20.9,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,02:00,01-Dec-2021,03:00,238.32,115.67,,,,,,,22.69,59.07,36.34,,,0.0,22.21,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,03:00,01-Dec-2021,04:00,273.03,138.47,,,,,,,58.55,82.82,24.21,,,0.0,20.28,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,04:00,01-Dec-2021,05:00,308.72,171.72,,,,,,,61.43,86.65,25.29,,,0.0,21.23,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,05:00,01-Dec-2021,06:00,251.35,144.8,,,,,,,30.77,58.75,27.98,,,0.0,21.51,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,06:00,01-Dec-2021,07:00,263.76,131.34,,,,,,,38.02,62.25,24.22,,,0.0,21.68,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,07:00,01-Dec-2021,08:00,245.04,122.07,,,,,,,36.2,54.23,18.05,,,0.0,21.16,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,08:00,01-Dec-2021,09:00,228.68,114.44,,,,,,,27.37,52.24,24.86,,,0.0,20.51,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,09:00,01-Dec-2021,10:00,268.47,145.08,,,,,,,36.95,73.05,36.09,,,0.0,21.76,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,10:00,01-Dec-2021,11:00,329.17,174.93,,,,,,,20.06,65.68,45.66,,,0.0,21.31,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,11:00,01-Dec-2021,12:00,285.56,149.51,,,,,,,5.42,43.51,38.09,,,0.0,23.25,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,12:00,01-Dec-2021,13:00,287.43,162.63,,,,,,,4.24,42.35,38.11,,,0.0,24.59,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,13:00,01-Dec-2021,14:00,272.97,150.93,,,,,,,3.71,32.28,28.57,,,0.0,23.86,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,14:00,01-Dec-2021,15:00,260.94,132.31,,,,,,,3.68,30.3,26.61,,,0.0,23.12,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,15:00,01-Dec-2021,16:00,237.34,118.35,,,,,,,3.69,26.42,22.73,,,0.0,24.14,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,16:00,01-Dec-2021,17:00,215.34,106.68,,,,,,,3.54,23.02,19.48,,,0.0,23.0,,,,,
"Aya Nagar, Delhi - IMD",01-Dec-2021,17:00,01-Dec-2021,18:00,220.36,111.45,,,,,,,3.43,28.31,24.88,,,0.0,20.58,,,,,
