AQ_106_Aug21_July22
Station Name,From,FT,To,TT,"PM10 (ug/m3)","PM2.5(ug/m3)","AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,00:00,01-Aug-2021,01:00,119.6,25.78,,,,,,,15.6,48.08,32.47,,,0.81,9.26,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,01:00,01-Aug-2021,02:00,105.04,38.67,,,,,,,16.91,44.4,27.48,,,0.81,9.92,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,02:00,01-Aug-2021,03:00,88.89,39.24,,,,,,,13.92,38.66,24.73,,,0.59,9.6,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,03:00,01-Aug-2021,04:00,54.01,22.95,,,,,,,11.38,34.9,23.54,,,0.66,9.74,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,04:00,01-Aug-2021,05:00,78.29,25.66,,,,,,,13.67,39.68,26.0,,,0.68,9.52,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,05:00,01-Aug-2021,06:00,58.53,21.64,,,,,,,15.15,40.62,25.47,,,0.59,9.69,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,06:00,01-Aug-2021,07:00,395.68,18.89,,,,,,,9.01,28.46,19.44,,,0.45,11.63,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,07:00,01-Aug-2021,08:00,173.34,0.98,,,,,,,8.61,28.09,19.49,,,0.46,11.92,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,08:00,01-Aug-2021,09:00,6.96,5.09,,,,,,,16.4,42.25,25.85,,,0.51,9.79,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,09:00,01-Aug-2021,10:00,17.6,6.87,,,,,,,19.33,44.59,25.26,,,0.5,10.21,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,10:00,01-Aug-2021,11:00,18.85,6.44,,,,,,,22.52,56.75,34.25,,,0.58,10.12,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,11:00,01-Aug-2021,12:00,18.63,9.88,,,,,,,21.81,56.96,35.13,,,0.67,11.62,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,12:00,01-Aug-2021,13:00,35.74,21.46,,,,,,,14.66,41.04,26.36,,,0.6,13.67,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,13:00,01-Aug-2021,14:00,46.3,24.07,,,,,,,6.81,32.37,25.56,,,0.61,19.26,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,14:00,01-Aug-2021,15:00,54.37,26.92,,,,,,,5.81,33.57,27.76,,,0.64,22.05,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,15:00,01-Aug-2021,16:00,66.8,28.09,,,,,,,5.57,33.26,27.7,,,0.74,29.75,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,16:00,01-Aug-2021,17:00,52.27,31.12,,,,,,,6.18,34.04,27.86,,,0.67,24.01,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,17:00,01-Aug-2021,18:00,46.0,20.15,,,,,,,9.59,43.92,34.33,,,0.62,17.99,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,18:00,01-Aug-2021,19:00,41.63,17.16,,,,,,,8.02,42.67,34.65,,,0.65,15.97,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,19:00,01-Aug-2021,20:00,43.85,11.0,,,,,,,29.99,81.79,51.85,,,0.89,9.72,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,20:00,01-Aug-2021,21:00,61.45,21.99,,,,,,,28.99,88.06,59.05,,,1.13,9.61,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,21:00,01-Aug-2021,22:00,100.18,24.58,,,,,,,35.63,96.85,61.2,,,1.48,10.14,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,22:00,01-Aug-2021,23:00,143.11,37.81,,,,,,,41.27,106.95,65.7,,,1.86,10.67,,,,,
"IGI Airport (T3), Delhi - IMD",01-Aug-2021,23:00,02-Aug-2021,00:00,130.24,53.61,,,,,,,39.53,99.84,60.27,,,2.16,10.46,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,00:00,02-Aug-2021,01:00,117.09,45.8,,,,,,,38.89,97.05,58.19,,,2.14,10.69,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,01:00,02-Aug-2021,02:00,113.94,49.26,,,,,,,48.02,109.47,61.5,,,2.26,12.55,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,02:00,02-Aug-2021,03:00,119.23,53.05,,,,,,,53.16,113.36,60.17,,,2.41,13.22,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,03:00,02-Aug-2021,04:00,127.37,56.96,,,,,,,41.54,98.27,56.71,,,2.14,14.16,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,04:00,02-Aug-2021,05:00,124.61,60.78,,,,,,,29.45,78.32,48.88,,,1.87,11.97,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,05:00,02-Aug-2021,06:00,115.25,81.31,,,,,,,32.88,78.43,45.52,,,1.52,11.34,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,06:00,02-Aug-2021,07:00,74.86,51.95,,,,,,,33.42,75.01,41.6,,,1.28,10.98,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,07:00,02-Aug-2021,08:00,79.5,41.44,,,,,,,34.56,72.54,37.99,,,1.25,11.67,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,08:00,02-Aug-2021,09:00,59.93,35.55,,,,,,,18.35,49.01,30.62,,,1.04,11.76,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,09:00,02-Aug-2021,10:00,75.07,47.26,,,,,,,14.05,43.82,29.76,,,1.12,15.41,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,10:00,02-Aug-2021,11:00,39.69,19.24,,,,,,,11.7,35.18,23.48,,,0.64,14.58,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,11:00,02-Aug-2021,12:00,39.78,20.42,,,,,,,12.45,41.48,29.03,,,0.73,20.44,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,12:00,02-Aug-2021,13:00,56.46,33.33,,,,,,,6.13,34.17,28.03,,,0.82,41.41,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,13:00,02-Aug-2021,14:00,91.66,52.37,,,,,,,5.69,33.4,27.71,,,0.73,39.58,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,14:00,02-Aug-2021,15:00,77.3,42.89,,,,,,,10.11,39.39,29.29,,,0.61,15.08,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,15:00,02-Aug-2021,16:00,33.14,23.89,,,,,,,10.0,43.96,33.98,,,0.75,13.85,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,16:00,02-Aug-2021,17:00,15.92,9.62,,,,,,,16.99,71.25,54.24,,,0.81,11.26,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,17:00,02-Aug-2021,18:00,27.51,10.4,,,,,,,9.4,46.42,37.01,,,1.06,12.6,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,18:00,02-Aug-2021,19:00,56.86,24.14,,,,,,,13.93,49.18,35.26,,,1.06,11.71,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,19:00,02-Aug-2021,20:00,69.41,29.21,,,,,,,16.96,50.38,33.43,,,1.06,10.04,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,20:00,02-Aug-2021,21:00,66.09,22.98,,,,,,,33.74,72.3,38.56,,,1.39,9.99,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,21:00,02-Aug-2021,22:00,46.32,15.37,,,,,,,30.42,66.01,35.61,,,1.3,9.49,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,22:00,02-Aug-2021,23:00,56.99,22.16,,,,,,,29.77,64.73,34.94,,,1.26,9.89,,,,,
"IGI Airport (T3), Delhi - IMD",02-Aug-2021,23:00,03-Aug-2021,00:00,69.56,29.04,,,,,,,24.56,56.98,32.42,,,1.21,9.93,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,00:00,03-Aug-2021,01:00,74.17,34.67,,,,,,,28.49,60.87,32.38,,,1.08,9.72,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,01:00,03-Aug-2021,02:00,68.59,30.57,,,,,,,22.18,51.89,29.71,,,0.97,9.66,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,02:00,03-Aug-2021,03:00,77.23,39.59,,,,,,,18.9,48.25,29.34,,,0.81,10.37,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,03:00,03-Aug-2021,04:00,69.1,24.49,,,,,,,13.54,40.74,27.2,,,0.61,21.26,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,04:00,03-Aug-2021,05:00,66.97,23.32,,,,,,,14.0,38.68,24.68,,,0.64,21.64,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,05:00,03-Aug-2021,06:00,58.85,24.05,,,,,,,13.53,36.57,23.04,,,0.62,19.13,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,06:00,03-Aug-2021,07:00,52.16,33.44,,,,,,,21.31,47.79,26.49,,,0.66,10.21,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,07:00,03-Aug-2021,08:00,99.48,29.63,,,,,,,16.53,41.48,24.94,,,0.59,11.87,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,08:00,03-Aug-2021,09:00,96.2,33.83,,,,,,,12.56,35.54,22.98,,,0.61,15.24,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,09:00,03-Aug-2021,10:00,62.13,31.48,,,,,,,10.34,33.36,23.02,,,0.54,16.62,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,10:00,03-Aug-2021,11:00,52.86,23.8,,,,,,,9.05,31.34,22.29,,,0.41,18.97,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,11:00,03-Aug-2021,12:00,68.15,32.47,,,,,,,9.44,37.03,27.59,,,0.47,24.2,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,12:00,03-Aug-2021,13:00,58.14,28.37,,,,,,,8.29,33.4,25.1,,,0.45,27.05,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,13:00,03-Aug-2021,14:00,40.54,20.3,,,,,,,7.15,32.73,25.58,,,0.43,28.31,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,14:00,03-Aug-2021,15:00,50.04,21.32,,,,,,,10.01,42.79,32.78,,,0.46,18.92,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,15:00,03-Aug-2021,16:00,37.33,9.55,,,,,,,7.78,41.95,34.17,,,0.39,24.19,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,16:00,03-Aug-2021,17:00,49.51,15.66,,,,,,,7.47,51.33,43.87,,,0.46,23.38,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,17:00,03-Aug-2021,18:00,40.43,9.03,,,,,,,10.49,45.21,34.74,,,0.52,16.67,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,18:00,03-Aug-2021,19:00,55.83,13.13,,,,,,,11.03,43.0,31.97,,,0.61,13.74,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,19:00,03-Aug-2021,20:00,71.18,12.18,,,,,,,14.4,47.91,33.5,,,0.66,11.45,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,20:00,03-Aug-2021,21:00,93.57,24.04,,,,,,,31.34,75.05,43.7,,,0.9,9.17,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,21:00,03-Aug-2021,22:00,67.78,18.37,,,,,,,33.85,78.41,44.54,,,1.02,9.21,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,22:00,03-Aug-2021,23:00,61.53,17.84,,,,,,,32.54,74.85,42.32,,,0.99,9.35,,,,,
"IGI Airport (T3), Delhi - IMD",03-Aug-2021,23:00,04-Aug-2021,00:00,65.61,17.85,,,,,,,25.9,66.35,40.46,,,0.84,9.2,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,00:00,04-Aug-2021,01:00,69.12,20.29,,,,,,,21.54,58.36,36.81,,,0.59,9.37,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,01:00,04-Aug-2021,02:00,74.85,23.25,,,,,,,14.55,47.15,32.59,,,0.55,21.49,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,02:00,04-Aug-2021,03:00,57.54,21.57,,,,,,,13.65,44.12,30.45,,,0.5,27.1,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,03:00,04-Aug-2021,04:00,47.45,20.37,,,,,,,10.81,37.07,26.26,,,0.42,12.61,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,04:00,04-Aug-2021,05:00,39.06,15.11,,,,,,,10.69,31.55,20.86,,,0.38,10.43,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,05:00,04-Aug-2021,06:00,36.79,17.77,,,,,,,11.98,34.16,22.17,,,0.44,9.81,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,06:00,04-Aug-2021,07:00,32.6,9.74,,,,,,,14.15,36.32,22.17,,,0.47,9.96,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,07:00,04-Aug-2021,08:00,15.68,6.21,,,,,,,12.49,34.94,22.46,,,0.42,11.97,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,08:00,04-Aug-2021,09:00,31.28,18.79,,,,,,,12.67,38.55,25.89,,,0.4,13.62,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,09:00,04-Aug-2021,10:00,52.58,19.34,,,,,,,10.74,35.21,24.47,,,0.42,16.97,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,10:00,04-Aug-2021,11:00,49.37,23.11,,,,,,,8.73,33.89,25.15,,,0.41,20.51,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,11:00,04-Aug-2021,12:00,43.5,19.56,,,,,,,9.43,36.82,27.39,,,0.48,22.87,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,12:00,04-Aug-2021,13:00,37.89,18.06,,,,,,,8.38,34.12,25.75,,,0.45,25.21,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,13:00,04-Aug-2021,14:00,50.82,20.55,,,,,,,6.87,30.43,23.57,,,0.43,26.82,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,14:00,04-Aug-2021,15:00,58.78,19.82,,,,,,,6.86,31.72,24.86,,,0.42,26.5,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,15:00,04-Aug-2021,16:00,60.04,16.73,,,,,,,5.69,28.51,22.82,,,0.4,30.26,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,16:00,04-Aug-2021,17:00,42.74,15.86,,,,,,,4.88,25.78,20.9,,,0.39,33.95,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,17:00,04-Aug-2021,18:00,63.35,21.15,,,,,,,5.84,36.61,30.76,,,0.48,24.51,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,18:00,04-Aug-2021,19:00,87.78,27.08,,,,,,,4.99,35.49,30.5,,,0.54,21.39,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,19:00,04-Aug-2021,20:00,91.63,25.17,,,,,,,8.11,42.85,34.74,,,0.6,15.81,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,20:00,04-Aug-2021,21:00,122.97,27.13,,,,,,,13.88,56.45,42.57,,,0.84,10.61,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,21:00,04-Aug-2021,22:00,117.3,24.7,,,,,,,33.27,83.22,49.86,,,1.06,10.57,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,22:00,04-Aug-2021,23:00,134.57,32.28,,,,,,,44.43,100.15,55.73,,,1.33,9.47,,,,,
"IGI Airport (T3), Delhi - IMD",04-Aug-2021,23:00,05-Aug-2021,00:00,186.93,38.44,,,,,,,92.18,164.09,71.87,,,1.75,10.73,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,00:00,05-Aug-2021,01:00,191.34,43.29,,,,,,,75.91,137.6,61.73,,,1.72,10.69,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,01:00,05-Aug-2021,02:00,162.57,39.98,,,,,,,79.57,142.08,62.51,,,1.75,11.59,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,02:00,05-Aug-2021,03:00,138.88,34.89,,,,,,,53.76,106.23,52.51,,,1.26,10.39,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,03:00,05-Aug-2021,04:00,138.17,45.99,,,,,,,43.45,91.86,48.42,,,1.15,11.42,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,04:00,05-Aug-2021,05:00,146.26,57.91,,,,,,,52.25,98.49,46.24,,,1.18,13.45,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,05:00,05-Aug-2021,06:00,135.41,61.29,,,,,,,40.53,85.22,44.71,,,1.01,11.64,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,06:00,05-Aug-2021,07:00,112.96,31.26,,,,,,,31.22,70.91,39.72,,,0.83,9.66,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,07:00,05-Aug-2021,08:00,90.21,34.0,,,,,,,13.88,43.92,30.05,,,0.65,11.13,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,08:00,05-Aug-2021,09:00,91.92,34.26,,,,,,,6.99,28.19,21.2,,,0.5,14.12,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,09:00,05-Aug-2021,10:00,64.82,23.8,,,,,,,7.65,32.93,25.27,,,0.51,18.06,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,10:00,05-Aug-2021,11:00,60.93,25.4,,,,,,,7.46,35.11,27.65,,,0.48,23.68,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,11:00,05-Aug-2021,12:00,69.88,40.24,,,,,,,6.22,35.39,29.17,,,0.55,28.47,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,12:00,05-Aug-2021,13:00,104.71,45.92,,,,,,,10.32,44.43,34.11,,,0.58,22.82,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,13:00,05-Aug-2021,14:00,52.34,16.17,,,,,,,7.74,35.51,27.78,,,0.54,34.98,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,14:00,05-Aug-2021,15:00,60.86,29.05,,,,,,,5.2,28.95,23.74,,,0.52,38.87,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,15:00,05-Aug-2021,16:00,46.76,23.38,,,,,,,4.69,26.71,22.02,,,0.46,42.49,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,16:00,05-Aug-2021,17:00,56.9,28.05,,,,,,,6.6,38.23,31.63,,,0.45,41.07,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,17:00,05-Aug-2021,18:00,74.21,26.37,,,,,,,5.73,40.32,34.59,,,0.5,33.6,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,18:00,05-Aug-2021,19:00,83.79,28.2,,,,,,,8.23,50.02,41.79,,,0.67,22.33,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,19:00,05-Aug-2021,20:00,90.24,30.33,,,,,,,7.63,44.76,37.12,,,0.69,17.59,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,20:00,05-Aug-2021,21:00,92.1,30.29,,,,,,,14.0,56.11,42.1,,,0.93,12.34,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,21:00,05-Aug-2021,22:00,92.41,28.32,,,,,,,14.1,51.1,37.0,,,0.83,10.95,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,22:00,05-Aug-2021,23:00,54.58,16.9,,,,,,,12.85,46.78,33.94,,,0.72,10.94,,,,,
"IGI Airport (T3), Delhi - IMD",05-Aug-2021,23:00,06-Aug-2021,00:00,66.48,24.97,,,,,,,10.36,42.53,32.18,,,0.69,11.67,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,00:00,06-Aug-2021,01:00,58.96,25.86,,,,,,,9.53,40.93,31.4,,,0.61,10.84,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,01:00,06-Aug-2021,02:00,83.06,26.18,,,,,,,8.65,38.52,29.87,,,0.51,11.2,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,02:00,06-Aug-2021,03:00,78.16,26.49,,,,,,,11.24,41.1,29.85,,,0.55,10.81,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,03:00,06-Aug-2021,04:00,84.55,36.42,,,,,,,31.71,72.67,40.93,,,0.67,10.48,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,04:00,06-Aug-2021,05:00,96.66,45.35,,,,,,,33.04,73.25,40.22,,,0.8,13.64,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,05:00,06-Aug-2021,06:00,97.06,56.61,,,,,,,30.39,66.48,36.09,,,0.78,13.62,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,06:00,06-Aug-2021,07:00,122.86,73.99,,,,,,,40.35,80.55,40.19,,,0.91,15.5,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,07:00,06-Aug-2021,08:00,155.86,87.17,,,,,,,25.61,62.2,36.63,,,0.88,18.68,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,08:00,06-Aug-2021,09:00,130.66,158.84,,,,,,,17.1,52.5,35.43,,,0.87,20.54,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,09:00,06-Aug-2021,10:00,93.61,78.31,,,,,,,8.24,39.66,31.4,,,0.66,19.92,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,10:00,06-Aug-2021,11:00,103.45,44.6,,,,,,,7.54,43.55,36.01,,,0.62,20.7,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,11:00,06-Aug-2021,12:00,79.22,26.44,,,,,,,6.7,42.42,35.71,,,0.55,30.06,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,12:00,06-Aug-2021,13:00,92.54,46.72,,,,,,,5.65,45.3,39.66,,,0.65,43.53,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,13:00,06-Aug-2021,14:00,97.28,53.95,,,,,,,4.36,49.49,45.13,,,0.74,56.37,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,14:00,06-Aug-2021,15:00,98.72,53.98,,,,,,,4.04,32.89,28.89,,,0.62,60.95,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,15:00,06-Aug-2021,16:00,92.02,40.41,,,,,,,4.2,32.37,28.15,,,0.55,51.76,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,16:00,06-Aug-2021,17:00,79.48,31.72,,,,,,,4.27,31.73,27.47,,,0.49,41.4,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,17:00,06-Aug-2021,18:00,72.42,36.54,,,,,,,5.37,29.81,24.47,,,0.45,34.38,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,18:00,06-Aug-2021,19:00,63.12,27.03,,,,,,,8.83,42.22,33.24,,,0.64,23.88,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,19:00,06-Aug-2021,20:00,87.26,35.71,,,,,,,5.94,36.47,30.62,,,0.6,21.51,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,20:00,06-Aug-2021,21:00,42.52,20.39,,,,,,,8.83,40.06,31.2,,,0.54,15.27,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,21:00,06-Aug-2021,22:00,74.45,19.1,,,,,,,39.43,96.12,56.45,,,1.06,10.29,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,22:00,06-Aug-2021,23:00,114.77,27.61,,,,,,,54.43,116.76,62.54,,,1.3,10.6,,,,,
"IGI Airport (T3), Delhi - IMD",06-Aug-2021,23:00,07-Aug-2021,00:00,109.49,34.04,,,,,,,31.18,77.43,46.27,,,0.95,9.58,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,00:00,07-Aug-2021,01:00,93.52,28.68,,,,,,,38.84,88.05,49.18,,,1.0,11.99,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,01:00,07-Aug-2021,02:00,111.79,32.86,,,,,,,32.93,82.68,49.71,,,0.98,9.84,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,02:00,07-Aug-2021,03:00,129.67,41.09,,,,,,,29.6,73.52,44.0,,,0.89,9.56,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,03:00,07-Aug-2021,04:00,95.58,28.07,,,,,,,25.83,63.39,37.59,,,0.86,9.6,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,04:00,07-Aug-2021,05:00,92.53,38.46,,,,,,,21.34,52.5,31.17,,,0.66,9.54,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,05:00,07-Aug-2021,06:00,63.64,31.06,,,,,,,47.7,89.69,41.88,,,0.9,10.43,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,06:00,07-Aug-2021,07:00,138.21,48.8,,,,,,,51.67,95.88,44.31,,,1.19,10.43,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,07:00,07-Aug-2021,08:00,115.32,35.53,,,,,,,14.09,44.14,30.09,,,0.75,11.17,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,08:00,07-Aug-2021,09:00,94.21,45.03,,,,,,,8.09,37.89,29.77,,,0.65,13.71,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,09:00,07-Aug-2021,10:00,89.05,42.28,,,,,,,8.94,41.93,33.03,,,0.68,18.95,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,10:00,07-Aug-2021,11:00,84.66,39.52,,,,,,,5.16,29.59,24.43,,,0.56,27.32,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,11:00,07-Aug-2021,12:00,127.28,63.33,,,,,,,10.31,42.0,31.69,,,0.6,20.46,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,12:00,07-Aug-2021,13:00,61.19,26.87,,,,,,,8.5,32.8,24.28,,,0.47,21.17,,,,,
"IGI Airport (T3), Delhi - IMD",07-Aug-2021,13:00,07-Aug-2021,14:00,5.6,10.35,,,,,,,9.14,51.18,41.99,,,0.5,24.97,,,,,
