AQ_106_Aug21_July22
Station Name,From,FT,To,TT,"PM10 (ug/m3)","PM2.5(ug/m3)","AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,03:00,14-Feb-2022,04:00,205.27,65.66,,,,,,,77.75,112.91,35.03,,,3.61,9.28,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,04:00,14-Feb-2022,05:00,179.48,61.51,,,,,,,109.25,148.55,39.35,,,3.5,7.63,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,05:00,14-Feb-2022,06:00,196.86,88.76,,,,,,,184.26,230.1,45.93,,,4.21,7.57,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,06:00,14-Feb-2022,07:00,221.46,99.86,,,,,,,162.52,205.61,43.01,,,3.8,7.64,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,07:00,14-Feb-2022,08:00,214.54,96.83,,,,,,,172.39,215.42,42.91,,,4.06,7.7,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,08:00,14-Feb-2022,09:00,156.85,79.18,,,,,,,32.96,68.16,35.17,,,2.89,11.72,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,09:00,14-Feb-2022,10:00,141.71,65.07,,,,,,,18.15,45.73,27.57,,,2.69,26.75,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,10:00,14-Feb-2022,11:00,111.33,51.27,,,,,,,14.46,33.84,19.43,,,2.53,36.94,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,11:00,14-Feb-2022,12:00,100.12,41.81,,,,,,,10.82,28.24,17.37,,,2.54,45.8,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,12:00,14-Feb-2022,13:00,109.1,49.17,,,,,,,10.74,31.41,20.68,,,2.56,47.52,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,13:00,14-Feb-2022,14:00,110.87,45.98,,,,,,,10.48,30.75,20.26,,,2.45,44.4,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,14:00,14-Feb-2022,15:00,92.45,46.71,,,,,,,7.9,24.22,16.32,,,2.39,42.25,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,15:00,14-Feb-2022,16:00,54.77,27.38,,,,,,,7.76,22.7,14.94,,,2.33,40.23,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,16:00,14-Feb-2022,17:00,59.42,22.95,,,,,,,8.93,30.14,21.21,,,2.37,33.67,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,17:00,14-Feb-2022,18:00,70.62,22.67,,,,,,,9.15,44.67,35.54,,,2.55,22.71,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,18:00,14-Feb-2022,19:00,120.78,34.25,,,,,,,83.48,138.31,55.0,,,3.19,8.34,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,19:00,14-Feb-2022,20:00,249.25,60.86,,,,,,,116.88,170.6,53.71,,,3.75,7.44,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,20:00,14-Feb-2022,21:00,264.56,56.87,,,,,,,190.71,246.72,56.06,,,4.16,7.51,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,21:00,14-Feb-2022,22:00,322.42,63.2,,,,,,,274.55,332.76,58.34,,,4.88,7.56,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,22:00,14-Feb-2022,23:00,305.5,60.6,,,,,,,116.93,165.07,47.81,,,3.82,7.87,,,,,
"IGI Airport (T3), Delhi - IMD",14-Feb-2022,23:00,15-Feb-2022,00:00,240.39,89.68,,,,,,,32.72,69.89,37.19,,,3.27,7.62,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,00:00,15-Feb-2022,01:00,209.92,118.8,,,,,,,30.38,68.49,38.1,,,3.09,7.73,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,01:00,15-Feb-2022,02:00,176.56,106.19,,,,,,,20.62,54.6,33.97,,,2.89,8.91,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,02:00,15-Feb-2022,03:00,137.02,78.37,,,,,,,11.22,39.02,27.81,,,2.7,13.38,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,03:00,15-Feb-2022,04:00,116.18,59.29,,,,,,,15.2,47.48,32.28,,,2.73,11.48,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,04:00,15-Feb-2022,05:00,103.88,58.47,,,,,,,87.33,129.35,42.29,,,3.36,9.1,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,05:00,15-Feb-2022,06:00,175.61,80.09,,,,,,,248.0,297.44,49.62,,,4.41,7.6,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,06:00,15-Feb-2022,07:00,321.01,113.41,,,,,,,420.75,448.88,58.53,,,6.16,7.77,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,07:00,15-Feb-2022,08:00,339.79,110.71,,,,,,,351.2,405.37,53.89,,,5.45,7.7,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,08:00,15-Feb-2022,09:00,278.19,86.02,,,,,,,114.74,161.38,46.37,,,3.58,9.0,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,09:00,15-Feb-2022,10:00,164.71,76.75,,,,,,,25.31,54.32,29.0,,,2.77,25.04,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,10:00,15-Feb-2022,11:00,123.35,54.36,,,,,,,17.21,37.13,19.91,,,2.68,39.47,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,11:00,15-Feb-2022,12:00,125.53,48.35,,,,,,,16.03,37.34,21.3,,,2.68,43.16,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,12:00,15-Feb-2022,13:00,123.15,48.54,,,,,,,12.9,30.17,17.27,,,2.57,47.87,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,13:00,15-Feb-2022,14:00,109.8,39.67,,,,,,,12.44,31.04,18.6,,,2.57,47.57,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,14:00,15-Feb-2022,15:00,109.72,44.54,,,,,,,9.91,30.25,20.33,,,2.51,51.97,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,15:00,15-Feb-2022,16:00,97.22,46.58,,,,,,,9.4,25.9,16.5,,,2.42,45.47,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,16:00,15-Feb-2022,17:00,81.65,24.86,,,,,,,8.76,29.38,20.62,,,2.46,36.66,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,17:00,15-Feb-2022,18:00,76.99,20.6,,,,,,,7.79,33.79,25.99,,,2.47,28.64,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,18:00,15-Feb-2022,19:00,79.06,25.69,,,,,,,65.15,113.31,48.35,,,2.99,10.96,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,19:00,15-Feb-2022,20:00,153.82,43.75,,,,,,,265.19,324.24,62.64,,,4.24,7.45,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,20:00,15-Feb-2022,21:00,438.57,84.87,,,,,,,476.74,,81.73,,,6.52,7.58,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,21:00,15-Feb-2022,22:00,423.07,92.24,,,,,,,251.65,303.66,68.43,,,5.19,7.44,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,22:00,15-Feb-2022,23:00,230.67,75.4,,,,,,,171.0,228.93,57.9,,,4.3,7.46,,,,,
"IGI Airport (T3), Delhi - IMD",15-Feb-2022,23:00,16-Feb-2022,00:00,246.4,102.64,,,,,,,277.94,336.52,58.72,,,5.2,7.62,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,00:00,16-Feb-2022,01:00,470.49,146.94,,,,,,,455.94,449.75,65.46,,,6.17,7.67,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,01:00,16-Feb-2022,02:00,529.3,164.47,,,,,,,392.82,425.9,59.2,,,6.27,7.59,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,02:00,16-Feb-2022,03:00,432.35,170.16,,,,,,,180.67,221.32,40.48,,,4.81,7.51,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,03:00,16-Feb-2022,04:00,280.22,125.05,,,,,,,277.22,317.14,40.21,,,4.87,7.65,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,04:00,16-Feb-2022,05:00,428.38,153.66,,,,,,,447.04,455.72,48.89,,,5.93,7.65,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,05:00,16-Feb-2022,06:00,491.37,161.9,,,,,,,240.88,281.65,40.66,,,4.31,7.63,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,06:00,16-Feb-2022,07:00,367.49,144.35,,,,,,,214.31,257.0,42.47,,,4.03,7.62,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,07:00,16-Feb-2022,08:00,295.58,148.5,,,,,,,255.1,299.24,44.26,,,4.49,7.68,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,08:00,16-Feb-2022,09:00,317.9,162.36,,,,,,,164.15,212.65,48.28,,,3.81,7.84,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,09:00,16-Feb-2022,10:00,286.93,149.47,,,,,,,75.63,123.09,47.37,,,3.37,9.28,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,10:00,16-Feb-2022,11:00,267.93,138.08,,,,,,,38.51,80.54,42.01,,,3.02,16.72,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,11:00,16-Feb-2022,12:00,227.68,104.61,,,,,,,27.43,59.71,32.27,,,2.81,30.79,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,12:00,16-Feb-2022,13:00,164.39,79.59,,,,,,,19.6,45.14,25.53,,,2.7,41.17,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,13:00,16-Feb-2022,14:00,148.21,72.09,,,,,,,15.24,41.45,26.21,,,2.71,54.64,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,14:00,16-Feb-2022,15:00,172.68,76.33,,,,,,,12.13,34.79,22.66,,,2.66,53.67,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,15:00,16-Feb-2022,16:00,160.45,92.28,,,,,,,11.49,36.06,24.58,,,2.63,46.92,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,16:00,16-Feb-2022,17:00,140.23,81.96,,,,,,,10.86,41.4,30.53,,,2.66,40.55,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,17:00,16-Feb-2022,18:00,149.67,69.76,,,,,,,11.46,49.05,37.59,,,2.69,27.48,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,18:00,16-Feb-2022,19:00,132.59,68.07,,,,,,,47.89,99.8,52.02,,,2.93,10.69,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,19:00,16-Feb-2022,20:00,158.4,75.01,,,,,,,67.42,122.07,54.58,,,3.3,7.7,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,20:00,16-Feb-2022,21:00,179.86,79.54,,,,,,,86.57,140.84,54.52,,,3.59,7.71,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,21:00,16-Feb-2022,22:00,276.16,104.31,,,,,,,250.27,308.86,58.79,,,4.76,7.51,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,22:00,16-Feb-2022,23:00,346.48,124.93,,,,,,,296.01,354.66,58.6,,,5.0,7.51,,,,,
"IGI Airport (T3), Delhi - IMD",16-Feb-2022,23:00,17-Feb-2022,00:00,327.23,135.64,,,,,,,217.57,268.76,51.05,,,4.35,7.51,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,00:00,17-Feb-2022,01:00,289.97,112.53,,,,,,,134.67,183.12,48.25,,,3.93,7.57,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,01:00,17-Feb-2022,02:00,258.49,112.75,,,,,,,85.37,128.41,43.03,,,3.62,7.57,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,02:00,17-Feb-2022,03:00,230.05,114.95,,,,,,,66.21,107.36,41.13,,,3.26,7.54,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,03:00,17-Feb-2022,04:00,219.76,115.31,,,,,,,32.55,66.27,33.68,,,2.99,8.1,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,04:00,17-Feb-2022,05:00,169.13,102.82,,,,,,,39.83,76.81,37.02,,,3.16,7.97,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,05:00,17-Feb-2022,06:00,200.35,143.04,,,,,,,46.1,79.59,33.51,,,2.93,7.88,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,06:00,17-Feb-2022,07:00,185.94,126.5,,,,,,,52.73,89.22,36.45,,,3.06,7.77,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,07:00,17-Feb-2022,08:00,191.65,118.51,,,,,,,104.99,140.41,35.49,,,3.45,7.69,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,08:00,17-Feb-2022,09:00,197.98,102.98,,,,,,,50.12,89.77,39.58,,,3.12,9.15,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,09:00,17-Feb-2022,10:00,187.1,99.12,,,,,,,37.91,76.21,38.29,,,2.98,12.5,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,10:00,17-Feb-2022,11:00,177.29,96.34,,,,,,,19.43,50.99,31.54,,,2.84,21.5,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,11:00,17-Feb-2022,12:00,130.21,73.24,,,,,,,13.22,36.47,23.25,,,2.67,31.23,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,12:00,17-Feb-2022,13:00,120.11,56.08,,,,,,,12.42,33.5,21.07,,,2.59,33.01,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,13:00,17-Feb-2022,14:00,100.86,54.57,,,,,,,9.27,26.2,16.93,,,2.51,39.56,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,14:00,17-Feb-2022,15:00,86.05,53.65,,,,,,,8.57,27.48,18.9,,,2.56,39.84,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,15:00,17-Feb-2022,16:00,80.04,42.54,,,,,,,7.53,25.45,17.92,,,2.49,37.4,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,16:00,17-Feb-2022,17:00,84.88,31.0,,,,,,,8.77,33.88,25.11,,,2.49,32.31,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,17:00,17-Feb-2022,18:00,102.8,35.07,,,,,,,14.7,57.75,43.07,,,2.68,19.03,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,18:00,17-Feb-2022,19:00,136.65,47.99,,,,,,,90.62,147.79,57.3,,,3.26,8.02,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,19:00,17-Feb-2022,20:00,204.31,73.27,,,,,,,299.0,352.19,70.29,,,4.88,7.7,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,20:00,17-Feb-2022,21:00,408.38,105.35,,,,,,,322.07,359.64,73.02,,,5.13,7.59,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,21:00,17-Feb-2022,22:00,271.22,98.29,,,,,,,233.17,300.49,67.24,,,5.21,7.72,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,22:00,17-Feb-2022,23:00,272.31,109.7,,,,,,,314.04,352.87,67.1,,,5.53,7.7,,,,,
"IGI Airport (T3), Delhi - IMD",17-Feb-2022,23:00,18-Feb-2022,00:00,512.7,154.75,,,,,,,480.12,,81.8,,,7.34,7.79,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,00:00,18-Feb-2022,01:00,526.3,163.55,,,,,,,449.77,469.85,81.84,,,6.41,7.63,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,01:00,18-Feb-2022,02:00,458.56,162.12,,,,,,,416.02,459.27,74.63,,,6.15,7.71,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,02:00,18-Feb-2022,03:00,520.63,174.13,,,,,,,455.43,486.51,63.94,,,6.0,7.71,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,03:00,18-Feb-2022,04:00,508.27,168.02,,,,,,,445.74,471.31,57.95,,,5.79,7.64,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,04:00,18-Feb-2022,05:00,421.46,136.58,,,,,,,358.19,386.4,51.9,,,5.32,7.6,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,05:00,18-Feb-2022,06:00,381.8,180.95,,,,,,,259.74,304.98,44.96,,,4.73,7.57,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,06:00,18-Feb-2022,07:00,309.33,207.59,,,,,,,170.37,210.47,40.28,,,3.83,7.76,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,07:00,18-Feb-2022,08:00,321.39,176.81,,,,,,,271.54,315.13,43.49,,,4.57,7.96,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,08:00,18-Feb-2022,09:00,300.12,148.57,,,,,,,142.2,195.34,52.99,,,3.95,8.01,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,09:00,18-Feb-2022,10:00,283.04,147.06,,,,,,,77.66,138.47,60.78,,,3.59,9.25,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,10:00,18-Feb-2022,11:00,224.45,112.68,,,,,,,37.62,84.11,46.46,,,3.02,15.94,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,11:00,18-Feb-2022,12:00,175.55,74.61,,,,,,,26.14,53.87,27.73,,,2.68,24.97,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,12:00,18-Feb-2022,13:00,329.79,37.4,,,,,,,26.19,47.86,21.68,,,2.51,25.97,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,13:00,18-Feb-2022,14:00,95.85,26.5,,,,,,,25.01,48.9,23.88,,,2.54,28.52,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,14:00,18-Feb-2022,15:00,76.9,32.05,,,,,,,19.22,39.16,19.92,,,2.48,33.15,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,15:00,18-Feb-2022,16:00,55.99,27.75,,,,,,,15.45,36.0,20.56,,,2.46,35.06,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,16:00,18-Feb-2022,17:00,69.37,23.84,,,,,,,14.82,38.98,24.15,,,2.49,29.56,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,17:00,18-Feb-2022,18:00,104.24,22.69,,,,,,,20.27,56.31,36.03,,,2.68,18.63,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,18:00,18-Feb-2022,19:00,143.84,38.76,,,,,,,17.59,55.32,37.74,,,2.78,15.08,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,19:00,18-Feb-2022,20:00,129.95,51.97,,,,,,,20.9,54.68,33.77,,,2.83,13.24,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,20:00,18-Feb-2022,21:00,143.8,55.15,,,,,,,27.06,63.2,36.18,,,2.94,9.86,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,21:00,18-Feb-2022,22:00,189.64,71.75,,,,,,,60.71,101.4,40.84,,,3.14,7.65,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,22:00,18-Feb-2022,23:00,214.92,78.15,,,,,,,130.82,173.05,42.23,,,3.61,7.57,,,,,
"IGI Airport (T3), Delhi - IMD",18-Feb-2022,23:00,19-Feb-2022,00:00,214.95,82.79,,,,,,,82.61,121.08,38.29,,,3.33,7.56,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,00:00,19-Feb-2022,01:00,178.76,80.85,,,,,,,50.48,81.77,31.33,,,2.99,7.55,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,01:00,19-Feb-2022,02:00,163.52,70.2,,,,,,,61.25,90.83,29.58,,,2.99,7.62,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,02:00,19-Feb-2022,03:00,151.89,55.47,,,,,,,90.71,121.64,31.01,,,3.16,7.73,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,03:00,19-Feb-2022,04:00,150.7,60.85,,,,,,,59.84,89.66,29.73,,,3.03,7.61,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,04:00,19-Feb-2022,05:00,119.39,65.24,,,,,,,76.95,107.23,30.32,,,3.02,7.67,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,05:00,19-Feb-2022,06:00,127.1,67.19,,,,,,,59.24,86.0,26.76,,,2.88,7.72,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,06:00,19-Feb-2022,07:00,146.49,71.1,,,,,,,49.07,73.96,24.86,,,2.91,7.75,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,07:00,19-Feb-2022,08:00,139.78,64.03,,,,,,,45.9,68.38,22.48,,,2.98,7.85,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,08:00,19-Feb-2022,09:00,122.82,58.05,,,,,,,36.84,61.55,24.67,,,2.93,9.13,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,09:00,19-Feb-2022,10:00,146.6,79.35,,,,,,,30.7,63.2,32.52,,,3.03,11.07,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,10:00,19-Feb-2022,11:00,171.98,82.7,,,,,,,17.78,47.01,29.2,,,2.91,21.22,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,11:00,19-Feb-2022,12:00,213.02,80.51,,,,,,,10.67,34.23,23.57,,,2.87,32.09,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,12:00,19-Feb-2022,13:00,165.93,78.34,,,,,,,8.27,28.98,20.71,,,2.75,38.86,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,13:00,19-Feb-2022,14:00,116.68,57.96,,,,,,,7.59,24.68,17.09,,,2.58,39.01,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,14:00,19-Feb-2022,15:00,92.09,49.24,,,,,,,7.11,24.48,17.37,,,2.28,37.7,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,15:00,19-Feb-2022,16:00,90.16,43.07,,,,,,,5.02,19.07,14.05,,,2.53,42.13,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,16:00,19-Feb-2022,17:00,105.76,46.4,,,,,,,4.86,22.04,17.19,,,2.6,41.65,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,17:00,19-Feb-2022,18:00,110.63,44.64,,,,,,,5.79,35.2,29.41,,,2.64,31.42,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,18:00,19-Feb-2022,19:00,127.16,51.48,,,,,,,8.09,44.47,36.38,,,2.73,20.24,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,19:00,19-Feb-2022,20:00,141.98,62.33,,,,,,,12.88,51.24,38.37,,,2.92,13.84,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,20:00,19-Feb-2022,21:00,155.33,67.35,,,,,,,12.57,50.13,37.57,,,2.98,12.43,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,21:00,19-Feb-2022,22:00,163.41,69.0,,,,,,,22.39,63.01,40.62,,,3.06,8.87,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,22:00,19-Feb-2022,23:00,152.71,54.12,,,,,,,23.69,62.03,38.35,,,2.99,8.68,,,,,
"IGI Airport (T3), Delhi - IMD",19-Feb-2022,23:00,20-Feb-2022,00:00,144.45,71.8,,,,,,,20.78,56.79,36.0,,,2.89,8.34,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,00:00,20-Feb-2022,01:00,157.2,95.34,,,,,,,19.97,52.3,32.3,,,2.81,7.94,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,01:00,20-Feb-2022,02:00,147.89,83.24,,,,,,,9.38,39.78,30.4,,,2.8,9.38,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,02:00,20-Feb-2022,03:00,127.76,68.18,,,,,,,8.65,35.89,27.26,,,2.75,10.28,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,03:00,20-Feb-2022,04:00,131.91,73.01,,,,,,,15.89,42.1,26.19,,,2.72,9.16,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,04:00,20-Feb-2022,05:00,130.01,87.45,,,,,,,13.16,35.51,22.35,,,2.69,9.81,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,05:00,20-Feb-2022,06:00,119.65,83.06,,,,,,,11.73,30.09,18.36,,,2.65,11.03,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,06:00,20-Feb-2022,07:00,139.71,72.74,,,,,,,19.5,39.28,19.81,,,2.76,11.25,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,07:00,20-Feb-2022,08:00,117.0,65.53,,,,,,,16.63,36.51,19.85,,,2.79,11.79,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,08:00,20-Feb-2022,09:00,105.91,68.38,,,,,,,10.79,29.71,18.92,,,2.76,15.62,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,09:00,20-Feb-2022,10:00,134.87,81.44,,,,,,,11.86,32.5,20.64,,,2.75,18.23,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,10:00,20-Feb-2022,11:00,149.84,80.57,,,,,,,7.56,25.29,17.72,,,2.72,26.86,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,11:00,20-Feb-2022,12:00,136.62,67.89,,,,,,,5.08,19.22,14.14,,,2.67,35.25,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,12:00,20-Feb-2022,13:00,115.26,63.49,,,,,,,4.1,16.14,12.05,,,2.62,39.24,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,13:00,20-Feb-2022,14:00,120.57,62.98,,,,,,,4.8,20.76,15.97,,,2.62,39.59,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,14:00,20-Feb-2022,15:00,113.6,57.86,,,,,,,3.94,19.17,15.22,,,2.58,41.91,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,15:00,20-Feb-2022,16:00,109.68,55.1,,,,,,,3.62,17.15,13.52,,,2.6,42.88,,,,,
"IGI Airport (T3), Delhi - IMD",20-Feb-2022,16:00,20-Feb-2022,17:00,120.64,46.04,,,,,,,4.71,22.77,18.06,,,2.62,38.95,,,,,
